rownames,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
272,Resort Hotel,0,61,2016,July,31,26,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,157.85,0,1,Check-Out,2016-07-28
273,City Hotel,1,407,2017,May,18,6,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0,Canceled,2016-04-17
274,Resort Hotel,0,13,2015,August,34,21,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,236,0,0,Check-Out,2015-08-27
275,Resort Hotel,0,60,2017,March,11,13,1,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,105.25,1,2,Check-Out,2017-03-17
276,City Hotel,1,12,2015,July,29,18,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-18
277,City Hotel,0,55,2015,September,37,6,2,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,75,0,0,Check-Out,2015-09-08
278,Resort Hotel,0,2,2016,March,11,10,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,NULL,NULL,0,Transient,40,0,0,Check-Out,2016-03-11
279,Resort Hotel,1,113,2017,January,2,8,1,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,42,0,0,Canceled,2016-10-05
280,City Hotel,0,308,2016,November,48,23,0,3,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,78.3,0,2,Check-Out,2016-11-26
281,Resort Hotel,0,6,2015,December,53,27,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,106,0,0,Check-Out,2015-12-31
282,Resort Hotel,0,468,2016,May,20,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,249,NULL,0,Transient-Party,67,0,0,Check-Out,2016-05-14
283,Resort Hotel,1,143,2017,August,32,6,2,1,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,220,0,0,Canceled,2017-05-14
284,Resort Hotel,0,88,2015,July,29,13,3,5,2,0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Contract,96.3,0,0,Check-Out,2015-07-21
285,City Hotel,0,42,2016,March,13,25,1,2,2,0,0,SC,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,138,NULL,0,Transient,62.8,0,0,Check-Out,2016-03-28
286,City Hotel,0,50,2016,March,14,30,0,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,2,Check-Out,2016-04-01
287,City Hotel,1,85,2017,April,15,9,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,0,Canceled,2017-01-14
288,City Hotel,1,123,2017,May,18,1,1,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,139.5,0,1,Canceled,2017-04-05
289,City Hotel,0,457,2017,August,34,25,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,122.4,0,1,Check-Out,2017-08-27
290,Resort Hotel,1,3,2017,July,28,11,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,145,0,1,Canceled,2017-07-08
291,City Hotel,1,120,2017,May,19,11,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0,Canceled,2017-01-24
292,City Hotel,0,66,2016,July,29,11,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,72.25,0,0,Check-Out,2016-07-14
293,City Hotel,0,159,2017,August,34,22,0,4,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,83,NULL,0,Transient,104.4,0,0,Check-Out,2017-08-26
294,Resort Hotel,0,3,2016,February,9,27,0,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,95,0,2,Check-Out,2016-02-28
295,City Hotel,0,109,2015,December,53,28,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,NULL,0,Transient,43.5,0,2,Check-Out,2016-01-01
296,Resort Hotel,0,44,2015,November,48,22,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,36.45,0,0,Check-Out,2015-11-24
297,City Hotel,0,126,2016,July,28,8,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,123.3,1,1,Check-Out,2016-07-09
298,Resort Hotel,1,277,2016,June,25,12,2,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0,Canceled,2016-03-29
299,Resort Hotel,1,15,2016,July,30,18,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,194,0,0,Canceled,2016-07-06
300,Resort Hotel,0,190,2016,April,16,10,2,5,1,0,0,HB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,273,NULL,0,Transient-Party,47.9,0,0,Check-Out,2016-04-17
301,City Hotel,1,33,2016,September,36,2,2,2,2,2,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,181.8,0,1,Canceled,2016-08-14
302,Resort Hotel,0,28,2015,August,35,28,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,166.14,0,0,Check-Out,2015-09-04
303,City Hotel,0,82,2017,May,22,31,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient-Party,189,0,2,Check-Out,2017-06-03
304,City Hotel,1,35,2016,November,49,28,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Transient-Party,75,0,0,Canceled,2016-11-25
305,Resort Hotel,0,1,2017,May,21,23,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,97,1,1,Check-Out,2017-05-24
306,City Hotel,0,2,2015,October,43,21,0,1,2,0,0,BB,PRT,Complementary,Direct,1,0,4,G,G,0,No Deposit,NULL,45,0,Transient,0,0,1,Check-Out,2015-10-22
307,Resort Hotel,0,61,2017,May,21,26,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,241,NULL,0,Transient,68,0,1,Check-Out,2017-05-29
308,Resort Hotel,0,156,2017,May,19,8,2,5,2,0,0,HB,IRL,Groups,TA/TO,0,0,0,A,A,4,No Deposit,434,NULL,0,Transient-Party,80,0,1,Check-Out,2017-05-15
309,Resort Hotel,1,342,2017,February,7,16,2,8,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,0,Canceled,2016-09-27
310,City Hotel,1,104,2017,April,14,7,1,2,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,135,0,1,Canceled,2016-12-24
311,City Hotel,0,17,2015,September,37,10,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,73.92,0,0,Check-Out,2015-09-12
312,City Hotel,1,235,2017,May,21,26,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,142.1,0,1,Canceled,2017-01-05
313,City Hotel,1,192,2016,October,43,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29,NULL,0,Transient-Party,95,0,0,Canceled,2016-09-06
314,City Hotel,0,137,2017,May,21,21,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,165.75,0,1,Check-Out,2017-05-25
315,City Hotel,0,219,2016,August,34,20,1,1,2,0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,96,0,0,Check-Out,2016-08-22
316,City Hotel,1,5,2016,July,29,12,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,187,0,1,Canceled,2016-07-08
317,City Hotel,0,19,2016,June,26,22,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,215,NULL,0,Transient-Party,90,0,0,Check-Out,2016-06-24
318,City Hotel,0,26,2016,October,41,3,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,103.76,0,1,Check-Out,2016-10-07
319,Resort Hotel,1,93,2017,February,7,17,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,82,0,1,Canceled,2017-01-13
320,City Hotel,0,55,2016,August,36,29,3,8,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126,0,0,Check-Out,2016-09-09
321,Resort Hotel,0,9,2016,May,21,15,1,0,3,0,0,BB,PRT,Groups,TA/TO,1,0,1,C,C,1,Refundable,NULL,NULL,0,Transient-Party,99,0,1,Check-Out,2016-05-16
322,City Hotel,0,15,2016,March,10,5,2,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,84.33,0,0,Check-Out,2016-03-08
323,Resort Hotel,1,82,2016,February,7,7,2,0,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67,NULL,0,Transient-Party,86,0,0,Canceled,2015-11-17
324,City Hotel,1,195,2017,July,29,20,2,6,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,126.14,0,0,Canceled,2017-01-25
325,City Hotel,1,245,2016,July,28,6,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,110,0,0,Canceled,2016-02-23
326,Resort Hotel,0,17,2016,July,31,28,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,236,0,1,Check-Out,2016-08-01
327,Resort Hotel,0,0,2017,March,11,18,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,85,1,1,Check-Out,2017-03-20
328,Resort Hotel,0,215,2016,May,23,30,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,68.06,0,1,Check-Out,2016-06-06
329,City Hotel,0,41,2015,December,52,21,1,2,2,0,0,BB,UKR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,87,0,2,Check-Out,2015-12-24
330,City Hotel,0,55,2016,September,40,28,0,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.3,0,2,Check-Out,2016-09-30
331,City Hotel,0,117,2016,April,18,29,2,2,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,95.2,0,1,Check-Out,2016-05-03
332,Resort Hotel,1,173,2017,July,30,25,0,5,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242,NULL,0,Transient,212.16,0,1,Canceled,2017-02-10
333,Resort Hotel,1,82,2016,December,49,2,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,85.5,0,2,No-Show,2016-12-02
334,City Hotel,0,174,2017,July,28,15,2,3,3,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,89.1,0,2,Check-Out,2017-07-20
335,City Hotel,1,28,2016,October,42,13,0,1,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,234,NULL,0,Transient-Party,120,0,0,Canceled,2016-10-07
336,Resort Hotel,0,312,2017,March,10,5,2,5,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,E,E,1,No Deposit,298,NULL,0,Transient-Party,58,0,0,Check-Out,2017-03-12
337,Resort Hotel,0,129,2016,October,41,3,1,3,2,1,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96,NULL,0,Transient,59,0,0,Check-Out,2016-10-07
338,Resort Hotel,0,40,2016,December,49,1,2,5,2,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464,NULL,0,Transient,64,0,0,Check-Out,2016-12-08
339,City Hotel,0,5,2015,November,47,17,0,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Contract,86.6,0,1,Check-Out,2015-11-19
340,City Hotel,0,1,2015,August,33,9,2,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,153,0,1,Check-Out,2015-08-11
341,Resort Hotel,0,2,2017,February,6,6,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,39.5,0,1,Check-Out,2017-02-10
342,City Hotel,1,66,2015,December,53,29,0,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,170.9,0,1,No-Show,2015-12-29
343,Resort Hotel,0,181,2016,October,44,29,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314,NULL,0,Transient,74.49,0,0,Check-Out,2016-11-05
344,City Hotel,0,1,2015,November,45,5,0,2,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,C,0,No Deposit,NULL,46,0,Transient,0,0,0,Check-Out,2015-11-07
345,City Hotel,0,132,2016,July,28,3,2,0,1,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,90.9,0,1,Check-Out,2016-07-05
346,City Hotel,0,200,2017,July,30,26,0,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,175.5,0,1,Check-Out,2017-07-27
347,City Hotel,1,128,2016,October,44,29,2,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,1,Canceled,2016-10-21
348,City Hotel,0,118,2017,August,34,21,1,1,1,0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,2017-08-23
349,City Hotel,0,86,2017,May,18,2,0,4,1,0,0,SC,CAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,72.42,0,1,Check-Out,2017-05-06
350,City Hotel,1,151,2016,June,27,27,1,0,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,E,E,0,Non Refund,191,NULL,0,Transient,200,0,0,Canceled,2016-02-12
351,Resort Hotel,0,35,2017,May,19,13,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,119,0,1,Check-Out,2017-05-18
352,City Hotel,1,113,2017,March,11,14,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31,NULL,16,Transient,85,0,0,Canceled,2016-12-07
353,Resort Hotel,0,0,2017,February,5,2,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,D,0,No Deposit,240,NULL,0,Transient,43,0,1,Check-Out,2017-02-03
354,City Hotel,0,11,2015,December,49,5,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,104,0,0,Check-Out,2015-12-09
355,City Hotel,1,27,2015,July,31,27,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-02
356,City Hotel,0,151,2016,July,28,5,1,5,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,137.13,0,1,Check-Out,2016-07-11
357,City Hotel,1,27,2017,April,17,29,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,115,0,2,Canceled,2017-04-02
358,Resort Hotel,0,120,2015,October,43,22,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,40.5,0,0,Check-Out,2015-10-26
359,City Hotel,0,21,2015,December,52,25,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient-Party,58,0,1,Check-Out,2015-12-30
360,City Hotel,0,140,2015,November,47,18,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,3,No Deposit,29,NULL,87,Transient-Party,75,0,0,Check-Out,2015-11-22
361,Resort Hotel,1,147,2016,July,28,8,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,146.1,0,0,Canceled,2016-05-27
362,Resort Hotel,1,244,2017,June,22,3,4,10,3,1,0,HB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,212,0,0,Canceled,2016-10-21
363,Resort Hotel,0,21,2017,February,8,22,0,4,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,405,0,Transient-Party,42,0,0,Check-Out,2017-02-26
364,City Hotel,0,47,2016,January,5,30,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,55.24,0,0,Check-Out,2016-02-03
365,City Hotel,1,61,2016,May,19,7,2,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,159.3,0,0,Canceled,2016-04-27
366,Resort Hotel,0,4,2016,November,48,26,2,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43,0,1,Check-Out,2016-11-29
367,City Hotel,1,192,2016,May,20,12,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,39,NULL,42,Transient,135,0,0,Canceled,2015-12-14
368,City Hotel,1,186,2017,August,34,20,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,1,Canceled,2017-04-22
369,Resort Hotel,0,41,2016,March,13,20,2,2,1,2,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,36,NULL,0,Transient,46.4,0,0,Check-Out,2016-03-24
370,City Hotel,1,283,2015,July,31,27,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-06-29
371,City Hotel,1,437,2016,May,19,2,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,2016-03-14
372,Resort Hotel,0,38,2017,June,23,9,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240,NULL,0,Transient,0,0,1,Check-Out,2017-06-12
373,City Hotel,1,155,2017,July,29,17,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,0,Canceled,2017-07-09
374,City Hotel,1,351,2016,June,26,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
375,Resort Hotel,0,136,2016,October,44,24,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,115,0,0,Check-Out,2016-10-30
376,City Hotel,1,353,2015,October,41,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
377,City Hotel,0,85,2016,June,23,4,1,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,131.4,0,1,Check-Out,2016-06-06
378,City Hotel,1,283,2015,July,31,27,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
379,Resort Hotel,0,8,2016,January,3,13,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,358,0,Transient,30,0,0,Check-Out,2016-01-14
380,City Hotel,1,90,2017,June,23,4,2,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,149.33,0,0,Canceled,2017-05-19
381,City Hotel,1,531,2016,December,52,22,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62.8,0,0,Canceled,2015-10-21
382,City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,80,Transient,112.2,0,0,Canceled,2016-01-08
383,City Hotel,1,101,2016,June,27,27,1,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,140,0,0,Canceled,2016-05-06
384,City Hotel,0,1,2015,November,45,3,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,80,0,0,Check-Out,2015-11-06
385,City Hotel,0,237,2017,July,27,5,0,4,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,61.68,0,1,Check-Out,2017-07-09
386,City Hotel,1,79,2016,May,21,16,1,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,150.45,0,0,Canceled,2016-02-27
387,City Hotel,1,38,2017,January,2,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,NULL,67,0,Transient,75,0,0,Canceled,2016-12-07
388,City Hotel,0,160,2016,June,25,17,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,129,0,1,Check-Out,2016-06-20
389,Resort Hotel,1,69,2016,March,13,24,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Transient,49.22,0,0,Canceled,2016-01-15
390,City Hotel,0,1,2016,February,9,27,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,108,0,1,Check-Out,2016-03-01
391,City Hotel,1,114,2016,July,27,1,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,192,NULL,0,Transient,75,0,0,Canceled,2016-03-29
392,City Hotel,1,67,2017,June,24,16,2,2,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,250,0,0,Canceled,2017-04-12
393,City Hotel,1,118,2016,October,44,25,0,3,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.1,0,2,Canceled,2016-08-31
394,City Hotel,0,0,2017,July,28,11,0,1,2,0,0,BB,CHN,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,165,0,0,Check-Out,2017-07-12
395,City Hotel,0,9,2016,April,18,29,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29,NULL,0,Transient-Party,110,0,0,Check-Out,2016-05-01
396,City Hotel,0,38,2017,March,13,26,2,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,71.82,0,0,Check-Out,2017-03-30
397,City Hotel,1,72,2016,December,53,26,1,3,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,156.61,0,0,Canceled,2016-12-22
398,Resort Hotel,0,16,2016,May,22,22,2,1,1,0,0,BB,PRT,Direct,Corporate,0,1,5,A,A,1,No Deposit,NULL,292,0,Transient,70,0,0,Check-Out,2016-05-25
399,Resort Hotel,1,116,2017,May,19,11,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,100,0,0,Canceled,2017-04-27
400,City Hotel,1,125,2017,June,26,29,0,3,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,118.2,0,0,Canceled,2017-05-24
401,City Hotel,0,43,2015,July,27,3,0,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,63,0,0,Check-Out,2015-07-05
402,City Hotel,0,32,2016,September,36,2,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,94.94,0,1,Check-Out,2016-09-05
403,City Hotel,0,34,2017,July,27,3,1,0,2,0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,98.1,0,3,Check-Out,2017-07-04
404,City Hotel,0,110,2016,March,13,20,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,58,0,0,Check-Out,2016-03-23
405,City Hotel,0,0,2016,March,10,3,0,1,1,0,0,BB,LBY,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,89,0,0,Check-Out,2016-03-04
406,City Hotel,0,41,2016,December,53,27,2,5,3,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,220,NULL,0,Transient-Party,89.29,0,0,Check-Out,2017-01-03
407,City Hotel,0,32,2015,November,47,20,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,119,NULL,0,Transient-Party,85,0,0,Check-Out,2015-11-22
408,City Hotel,0,239,2017,July,29,18,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,2,Check-Out,2017-07-22
