"","participation","hours","youngkids","oldkids","age","education","wage","repwage","hhours","hage","heducation","hwage","fincome","tax","meducation","feducation","unemp","city","experience","college","hcollege"
"438","no",0,0,2,38,10,0,0,2352,41,8,5.3146,15830,0.7515,12,7,5,"no",5,"no","no"
"439","no",0,0,0,56,12,0,0,1980,58,12,8.2828,30200,0.6915,12,12,7.5,"yes",5,"no","no"
"440","no",0,0,3,32,12,0,0,2352,37,7,7.0578,16600,0.7215,10,7,5,"no",8,"no","no"
"441","no",0,0,1,49,7,0,0,1784,58,6,6.1659,11000,0.7515,7,7,7.5,"yes",2,"no","no"
"442","no",0,0,0,55,12,0,0,2500,58,12,2.7,15000,0.7215,7,10,3,"no",6,"no","no"
"443","no",0,1,1,36,9,0,0,2088,39,14,7.6628,20528,0.7215,7,7,11,"no",0,"no","yes"
"444","no",0,0,3,44,12,0,0,4640,50,12,1.8491,13126,0.7515,9,9,14,"no",3,"no","no"
"445","no",0,0,1,44,10,0,0,3900,60,12,3.8462,15550,0.7215,7,14,7.5,"yes",7,"no","no"
"446","no",0,1,2,35,14,0,0,1988,34,17,9.0543,18010,0.7215,3,12,7.5,"yes",3,"yes","yes"
"447","no",0,2,3,44,14,0,0,1920,45,10,9.375,18874,0.7215,10,10,14,"no",10,"yes","no"
"448","no",0,0,1,45,12,0,0,2400,45,12,8.3333,24800,0.6615,12,12,14,"yes",3,"no","no"
"449","no",0,1,0,34,12,0,0,1867,38,12,9.3733,17500,0.6915,12,17,5,"yes",2,"no","no"
"450","no",0,2,0,30,17,0,0,3570,32,17,4.4818,16150,0.7215,12,12,7.5,"yes",12,"yes","yes"
"451","no",0,0,1,39,8,0,0,2805,44,12,5.3476,15189,0.7215,7,3,3,"no",15,"no","no"
"452","no",0,0,2,36,12,0,0,1110,39,15,3.2027,6000,0.7815,7,7,14,"no",5,"no","yes"
"453","no",0,0,2,38,17,0,0,2695,42,16,12.801,37250,0.5515,10,12,9.5,"yes",4,"yes","yes"
"454","no",0,0,0,53,12,0,0,1950,54,16,6.9103,27760,0.6215,10,10,7.5,"yes",10,"no","yes"
"455","no",0,0,2,36,12,0,0,2128,42,12,4.2293,9090,0.7715,7,7,3,"no",1,"no","no"
"456","no",0,1,1,32,12,0,0,3260,31,12,4.4479,14500,0.7215,12,7,7.5,"yes",8,"no","no"
"457","no",0,0,3,51,9,0,0,1987,51,12,8.0523,19700,0.7215,7,7,14,"yes",20,"no","no"
"458","no",0,0,0,38,11,0,0,2185,46,11,7.5057,16788,0.6915,10,7,14,"yes",4,"no","no"
"459","no",0,2,0,33,12,0,0,2475,36,12,7.4747,18520,0.6915,10,10,11,"yes",7,"no","no"
"460","no",0,0,0,54,12,0,0,2610,53,12,6.3218,20950,0.6915,16,10,9.5,"yes",10,"no","no"
"461","no",0,0,3,38,9,0,0,1920,44,12,2.1354,7574,0.8015,7,3,11,"no",3,"no","no"
"462","no",0,2,2,30,11,0,0,2352,31,14,4.2092,10027,0.7715,7,7,3,"no",5,"no","yes"
"463","no",0,2,3,34,12,0,0,3160,30,12,0.7595,5000,0.9415,12,12,7.5,"no",10,"no","no"
"464","no",0,0,1,34,9,0,0,1040,37,13,4.8077,7040,0.7915,12,7,3,"no",0,"no","yes"
"465","no",0,0,2,50,12,0,0,3120,49,12,12.788,40800,0.5215,10,7,7.5,"yes",3,"no","no"
"466","no",0,2,0,30,17,0,0,2240,30,16,7.1429,16050,0.7215,12,12,11,"no",10,"yes","yes"
"467","no",0,0,2,38,12,0,0,1980,42,16,15.152,33100,0.5815,10,7,11,"yes",2,"no","yes"
"468","no",0,0,0,54,14,0,0,1960,58,14,7.9082,33856,0.7215,12,12,9.5,"yes",10,"yes","yes"
"469","no",0,1,2,30,12,0,3,2940,31,17,6.9728,20500,0.6915,12,12,7.5,"yes",4,"no","yes"
"470","no",0,0,0,55,12,0,0,2467,56,11,4.9181,28600,0.5815,7,7,5,"yes",0,"no","no"
"471","no",0,0,1,51,10,0,0,2256,56,12,8.3112,18750,0.6915,10,10,11,"no",10,"no","no"
"472","no",0,0,1,44,12,0,0,1680,46,12,7.1429,20300,0.7215,7,7,9.5,"yes",5,"no","no"
"473","no",0,0,0,53,12,0,0,2250,55,12,5.6889,13420,0.7215,7,7,5,"no",0,"no","no"
"474","no",0,0,2,42,10,0,0,2400,49,9,7.0833,18400,0.7215,3,3,5,"no",0,"no","no"
"475","no",0,0,2,38,12,0,0,2196,42,11,5.6922,16682,0.7215,10,7,7.5,"no",19,"no","no"
"476","no",0,1,3,38,13,0,0,2400,40,12,11.4,32685,0.6215,7,7,7.5,"yes",2,"yes","no"
"477","no",0,1,4,41,12,0,0,3825,41,11,1.4152,7050,0.8015,3,3,9.5,"yes",12,"no","no"
"478","no",0,0,3,35,8,0,0,2860,44,9,2.7507,10867,0.7815,12,7,9.5,"yes",5,"no","no"
"479","no",0,1,2,33,12,0,2.75,2750,34,12,6.6182,18220,0.7215,12,12,9.5,"yes",5,"no","no"
"480","no",0,0,0,48,13,0,0,2103,50,16,9.2725,26613,0.6915,7,7,7.5,"no",5,"yes","yes"
"481","no",0,0,0,47,12,0,0,1880,51,12,12.287,25000,0.6215,12,10,7.5,"yes",10,"no","no"
"482","no",0,0,5,34,12,0,0,3185,41,13,2.8549,15700,0.7515,7,7,7.5,"yes",0,"no","yes"
"483","no",0,2,1,33,13,0,0,2677,37,17,7.9709,40250,0.5215,12,10,5,"yes",4,"yes","yes"
"484","no",0,3,1,31,13,0,0,3600,36,17,19.444,73600,0.4415,12,16,11,"no",3,"yes","yes"
"485","no",0,0,0,58,8,0,0,4334,58,8,1.4806,10592,0.7515,12,7,7.5,"yes",2,"no","no"
"486","no",0,0,0,49,12,0,0,2874,52,8,1.8918,8000,0.7515,7,7,3,"no",1,"no","no"
"487","no",0,0,1,55,8,0,0,1936,56,9,6.9215,13400,0.7215,7,3,7.5,"yes",0,"no","no"
"488","no",0,0,0,44,14,0,1.5,1964,49,8,10.692,23700,0.6615,12,12,14,"yes",1,"yes","no"
"489","no",0,0,0,44,9,0,0,1900,48,8,9.9474,18900,0.6915,7,7,11,"yes",1,"no","no"
"490","no",0,0,3,36,16,0,0,2500,37,17,19,48300,0.4615,7,12,9.5,"yes",6,"yes","yes"
"491","no",0,0,3,38,12,0,0,3173,46,14,7.4882,24470,0.6615,14,14,9.5,"yes",12,"no","yes"
"492","no",0,0,3,37,16,0,0,2916,38,17,9.259,28630,0.6215,16,7,7.5,"yes",6,"yes","yes"
"493","no",0,0,0,47,12,0,0,2208,51,12,11.322,25320,0.6215,12,7,5,"yes",9,"no","no"
"494","no",0,0,3,47,12,0,0,2094,47,10,6.447,13530,0.7515,12,10,7.5,"yes",14,"no","no"
"495","no",0,1,1,32,12,0,0,2250,33,12,6.5778,14800,0.7215,7,7,9,"yes",13,"no","no"
"496","no",0,1,2,43,12,0,0,2000,46,12,6.1,17400,0.7515,12,7,7.5,"no",8,"no","no"
"497","no",0,1,4,42,11,0,0,2600,48,10,4.2308,15980,0.7815,10,10,3,"no",0,"no","no"
"498","no",0,0,0,56,12,0,0,4368,57,8,2.217,16576,0.7215,7,7,7.5,"no",1,"no","no"
"499","no",0,0,5,38,13,0,2.25,3068,40,16,6.5189,21850,0.6915,12,7,11,"yes",3,"yes","yes"
"500","no",0,0,2,52,12,0,0,2218,51,11,6.4923,14600,0.7215,7,7,14,"yes",13,"no","no"
"501","no",0,0,0,50,12,0,0,1848,56,12,11.364,21600,0.6615,12,12,7.5,"yes",3,"no","no"
"502","no",0,0,0,33,16,0,0,2430,33,17,9.8765,24000,0.6615,12,12,7.5,"yes",8,"yes","yes"
"503","no",0,0,2,44,16,0,0,2640,44,17,7.6576,20883,0.6915,7,7,7.5,"yes",8,"yes","yes"
"504","no",0,0,1,41,12,0,0,2108,42,16,8.3017,19500,0.6915,7,7,14,"no",18,"no","yes"
"505","no",0,0,1,45,12,0,0,1998,45,12,14.114,42800,0.6215,14,12,11,"yes",2,"no","no"
"506","no",0,0,0,53,14,0,0,2500,55,16,16,41500,0.5215,7,7,7.5,"no",3,"yes","yes"
"507","no",0,0,0,53,14,0,0,1665,56,17,11.291,18965,0.6915,12,12,14,"yes",5,"yes","yes"
"508","no",0,0,1,42,12,0,0,2990,46,12,2.3395,16100,0.7215,12,10,9.5,"yes",2,"no","no"
"509","no",0,2,0,32,13,0,0,1795,35,16,7.7994,14700,0.7215,12,17,7.5,"yes",10,"yes","yes"
"510","no",0,0,0,56,12,0,0,2500,53,12,6,18800,0.7215,7,7,7.5,"yes",30,"no","no"
"511","no",0,1,3,37,11,0,0,2205,40,11,6.6893,14750,0.7515,10,7,11,"yes",1,"no","no"
"512","no",0,1,2,40,12,0,0,2460,42,14,8.5366,21000,0.6915,12,7,14,"yes",5,"no","yes"
"513","no",0,0,3,54,15,0,0,1880,55,16,13.83,35400,0.6215,0,7,7.5,"yes",8,"yes","yes"
"514","no",0,0,0,53,7,0,0,3481,53,9,1.48,10700,0.7515,7,7,7.5,"no",0,"no","no"
"515","no",0,0,1,48,12,0,0,2450,51,12,8.5714,24500,0.6615,7,7,9.5,"yes",4,"no","no"
"516","no",0,1,2,36,12,0,0,2062,38,14,8.2299,17045,0.7215,7,7,9.5,"yes",2,"no","yes"
"517","no",0,0,0,57,12,0,0,2146,52,14,8.3877,18800,0.6915,7,7,7.5,"yes",30,"no","yes"
"518","no",0,0,0,51,12,0,0,1575,49,7,7.3651,14000,0.7215,10,7,14,"yes",25,"no","no"
"519","no",0,0,4,33,13,0,0,3096,37,12,3.4415,18214,0.7215,7,0,3,"no",3,"yes","no"
"520","no",0,0,0,52,12,0,0,3280,49,11,3.3537,20177,0.7515,7,7,7.5,"yes",20,"no","no"
"521","no",0,0,0,56,10,0,0,1680,60,8,2.9762,8300,0.7815,0,7,7.5,"yes",20,"no","no"
"522","no",0,1,2,36,12,0,0,2625,38,11,5.181,14200,0.7515,14,9,7.5,"yes",0,"no","no"
"523","no",0,1,0,36,14,0,0,1846,50,16,10.293,21768,0.6915,12,12,7.5,"no",15,"yes","yes"
"524","no",0,0,1,46,12,0,0,2178,47,10,13.243,29553,0.5815,10,7,14,"yes",10,"no","no"
"525","no",0,0,3,31,10,0,0,960,33,9,3.6458,4350,0.9415,7,7,7.5,"no",4,"no","no"
"526","no",0,0,0,52,11,0,0,2210,51,12,10.407,24000,0.6615,7,7,11,"yes",3,"no","no"
"527","no",0,0,2,46,12,0,0,2192,55,12,8.2117,18300,0.6915,7,7,7.5,"yes",10,"no","no"
"528","no",0,2,0,35,12,0,0,1960,44,16,8.6735,17200,0.7215,7,3,7.5,"yes",9,"no","yes"
"529","no",0,0,0,59,12,0,0,1920,56,10,8.3208,16476,0.6915,7,7,14,"no",7,"no","no"
"530","no",0,0,1,36,8,0,0,2286,40,12,4.287,13400,0.7515,0,0,14,"no",12,"no","no"
"531","no",0,1,3,51,7,0,0,2000,52,7,10.5,44988,0.5215,3,3,14,"no",0,"no","no"
"532","no",0,1,0,31,16,0,0,2256,31,12,7.9787,18200,0.6915,12,12,9,"yes",16,"yes","no"
"533","no",0,0,2,31,14,0,0,2370,36,17,11.814,28000,0.6215,12,12,14,"yes",4,"yes","yes"
"534","no",0,1,1,32,12,0,0,1800,39,13,6.1111,11550,0.7515,12,12,7.5,"yes",7,"no","yes"
"535","no",0,1,2,35,16,0,0,2250,38,16,12.578,28450,0.6215,12,7,14,"yes",7,"yes","yes"
"536","no",0,0,3,40,12,0,4.1,1080,43,12,11.244,15096,0.7515,7,10,7.5,"yes",14,"no","no"
"537","no",0,1,2,33,10,0,0,2840,38,12,2.7408,8009,0.7815,7,7,14,"no",2,"no","no"
"538","no",0,0,0,54,7,0,0,2250,52,11,4.4444,10040,0.7515,0,0,3,"yes",20,"no","no"
"539","no",0,1,1,36,12,0,0,2746,37,12,5.8267,16700,0.7215,12,12,7.5,"yes",5,"no","no"
"540","no",0,0,1,50,10,0,0,2300,60,8,2.3478,8400,0.7815,12,7,3,"no",10,"no","no"
"541","no",0,0,0,54,8,0,0,2860,49,8,4.4755,13000,0.7215,0,0,3,"no",20,"no","no"
"542","no",0,0,1,48,11,0,0,1765,49,12,8.4986,17970,0.7215,7,7,7.5,"yes",10,"no","no"
"543","no",0,0,4,41,15,0,0,2520,42,16,7.1825,18450,0.7215,14,17,5,"no",8,"yes","yes"
"544","no",0,0,4,50,12,0,0,2208,53,12,10.87,31000,0.6615,12,7,14,"yes",11,"no","no"
"545","no",0,0,2,46,12,0,0,2119,51,8,7.1222,24135,0.7215,10,7,7.5,"yes",3,"no","no"
"546","no",0,0,1,42,13,0,0,2580,47,17,10.6592,31700,0.5815,12,12,7.5,"no",6,"yes","yes"
"547","no",0,1,2,31,9,0,0,1984,34,12,3.2762,10190,0.7915,3,3,14,"no",4,"no","no"
"548","no",0,0,0,53,12,0,0,1880,58,8,7.7521,21574,0.7215,10,10,14,"no",4,"no","no"
"549","no",0,0,1,51,12,0,0,2185,57,12,11.945,26680,0.6215,3,3,7.5,"yes",9,"no","no"
"550","no",0,0,1,47,12,0,0,2080,57,12,4.6154,17700,0.7515,7,9,11,"yes",10,"no","no"
"551","no",0,0,1,50,12,0,0,1920,50,12,13.021,29400,0.6215,12,12,14,"yes",3,"no","no"
"552","no",0,0,1,37,6,0,0,3000,52,5,2.6667,22159,0.7515,7,7,7.5,"no",2,"no","no"
"553","no",0,2,2,30,12,0,0,2100,31,12,8.8333,35000,0.5815,12,12,11,"no",2,"no","no"
"554","no",0,0,0,49,12,0,0,1690,39,12,2.3669,8630,0.7915,16,16,5,"yes",0,"no","no"
"555","no",0,0,2,52,12,0,0,2600,49,16,5,17080,0.7515,7,0,14,"yes",8,"no","yes"
"556","no",0,0,2,47,12,0,0,1984,49,16,7.4597,32500,0.7215,10,7,14,"yes",6,"no","yes"
"557","no",0,0,0,49,12,0,0,2064,53,12,7.7519,16000,0.7215,7,7,11,"yes",15,"no","no"
"558","no",0,0,4,44,12,0,0,2553,31,16,5.4054,18850,0.7515,12,10,14,"yes",15,"no","yes"
"559","no",0,0,0,53,8,0,0,2776,59,9,6.1239,17500,0.6915,9,9,9.5,"yes",9,"no","no"
"560","no",0,1,0,30,12,0,0,2315,31,13,8.3369,19392,0.6915,7,12,14,"no",8,"no","yes"
"561","no",0,0,2,54,12,0,0,1880,55,12,7.1277,14450,0.7215,7,10,7.5,"yes",18,"no","no"
"562","no",0,1,1,47,7,0,0,2160,51,7,6.1204,21800,0.6915,0,0,7.5,"yes",3,"no","no"
"563","no",0,0,0,56,15,0,0,900,56,12,3.1111,7700,0.7515,7,7,14,"yes",10,"yes","no"
"564","no",0,0,1,49,12,0,0,2467,52,16,12.161,31800,0.5815,7,7,11,"no",6,"no","yes"
"565","no",0,0,0,48,6,0,0,1820,55,12,5.3846,17258,0.7515,7,7,9.5,"yes",20,"no","no"
"566","no",0,0,1,49,12,0,0,2223,53,10,3.9838,13399,0.7515,10,12,9.5,"no",8,"no","no"
"567","no",0,0,1,56,12,0,0,2142,60,12,7.4697,16073,0.7215,12,16,11,"no",3,"no","no"
"568","no",0,0,0,46,12,0,0,1928,46,11,11.411,23260,0.6615,7,7,7.5,"yes",4,"no","no"
"569","no",0,0,2,45,12,0,0,2783,49,17,12.936,37300,0.5515,12,12,14,"yes",13,"no","yes"
"570","no",0,0,2,32,12,0,0,1960,35,12,5.6122,11000,0.7515,12,7,11,"yes",4,"no","no"
"571","no",0,1,1,43,12,0,2.7,1920,41,12,6.8099,13075,0.7515,7,7,14,"yes",17,"no","no"
"572","no",0,1,1,34,12,0,0,1587,39,12,8.5066,13700,0.7215,7,7,9.5,"yes",4,"no","no"
"573","no",0,1,1,30,12,0,0,2496,51,10,5.508,25100,0.6615,7,10,5,"no",0,"no","no"
"574","no",0,2,0,38,17,0,4.8,2280,39,12,7.2285,18600,0.6915,12,16,5,"yes",15,"yes","no"
"575","no",0,1,1,33,16,0,0,2750,36,17,9.4545,29000,0.6215,16,16,9.5,"no",11,"yes","yes"
"576","no",0,0,0,52,12,0,0,2115,55,12,8.9835,19237,0.6915,7,7,9.5,"yes",23,"no","no"
"577","no",0,0,3,43,11,0,0,2590,45,12,5.9846,19855,0.7215,12,14,7.5,"yes",1,"no","no"
"578","no",0,1,1,33,12,0,0,2372,34,12,3.9629,9450,0.7515,12,7,9.5,"no",5,"no","no"
"579","no",0,0,0,45,10,0,0,2295,48,12,7.0575,30000,0.5815,7,7,7.5,"no",1,"no","no"
"580","no",0,2,1,36,10,0,0,2096,38,12,7.1565,15000,0.7215,10,10,14,"yes",5,"no","no"
"581","no",0,1,1,34,12,0,0,3315,39,17,4.0145,24701,0.6615,12,12,9.5,"yes",3,"no","yes"
"582","no",0,0,2,37,14,0,0,1777,50,16,3.8829,15900,0.7215,10,14,11,"no",3,"yes","yes"
"583","no",0,0,1,46,10,0,0,1880,51,12,7.9787,16240,0.7215,7,7,11,"no",19,"no","no"
"584","no",0,0,0,47,12,0,0,2184,55,10,5.0366,21100,0.7515,12,12,9.5,"yes",20,"no","no"
"585","no",0,2,1,31,16,0,0,3250,32,16,7.0769,23000,0.6615,12,12,7.5,"yes",5,"yes","yes"
"586","no",0,0,0,57,5,0,0,1520,58,5,3.6184,6340,0.7715,7,7,14,"no",0,"no","no"
"587","no",0,1,1,30,12,0,0,3119,30,13,13.466,42250,0.4915,10,10,5,"yes",3,"no","yes"
"588","no",0,0,0,30,12,0,0,640,43,17,14.531,14694,0.7215,12,10,11,"yes",3,"no","yes"
"589","no",0,0,3,44,12,0,0,2250,45,12,6.8,21417,0.7215,12,12,9.5,"yes",7,"no","no"
"590","no",0,0,0,53,13,0,0,3000,53,13,6.6667,20200,0.6615,7,12,7.5,"yes",7,"yes","yes"
"591","no",0,0,0,51,8,0,0,2028,54,8,5.9172,12090,0.7215,7,7,9.5,"yes",1,"no","no"
"592","no",0,1,3,39,12,0,0,2412,36,14,10.24,24760,0.6615,12,7,5,"yes",13,"no","yes"
"593","no",0,0,0,52,8,0,0,2452,54,12,8.1566,23000,0.6915,7,3,3,"no",0,"no","no"
"594","no",0,0,4,46,8,0,0,2304,50,12,6.6775,19365,0.7215,3,3,11,"yes",0,"no","no"
"595","no",0,0,5,47,12,0,0,3120,49,12,0.9615,5550,0.9415,7,7,3,"no",12,"no","no"
"596","no",0,0,2,52,8,0,0,1670,54,8,16.907,68035,0.4415,7,3,7.5,"yes",0,"no","no"
"597","no",0,0,2,45,12,0,0,2137,46,15,13.57,29300,0.6215,10,14,7.5,"yes",5,"no","yes"
"598","no",0,0,0,60,11,0,0,2071,52,11,8.9329,18500,0.6915,7,7,7.5,"yes",45,"no","no"
"599","no",0,0,2,41,13,0,0,1960,54,7,4.7372,22582,0.7215,17,7,11,"no",10,"yes","no"
"600","no",0,0,3,39,8,0,0,2068,45,12,8.5106,21500,0.7215,7,7,7.5,"yes",2,"no","no"
"601","no",0,0,1,49,12,0,0,2190,51,12,5.2511,28070,0.7515,7,7,7.5,"no",3,"no","no"
"602","no",0,1,1,32,15,0,0,2295,37,13,21.786,50300,0.4415,12,12,14,"yes",1,"yes","yes"
"603","no",0,1,3,33,12,0,0,2970,34,13,7.9125,23500,0.6615,12,12,14,"yes",5,"no","yes"
"604","no",0,0,4,36,10,0,0,2068,37,8,7.1083,15500,0.7515,7,9,14,"no",10,"no","no"
"605","no",0,3,3,37,13,0,0,2419,39,14,5.0434,13440,0.7715,7,0,5,"no",4,"yes","yes"
"606","no",0,1,2,30,12,0,0,2150,34,11,2.2442,8100,0.7815,12,12,11,"no",7,"no","no"
"607","no",0,1,1,44,11,0,0,1152,37,10,8.5069,9800,0.7515,7,12,9.5,"yes",9,"no","no"
"608","no",0,0,1,48,12,0,0,2640,49,12,7.5758,20300,0.6915,7,12,5,"yes",5,"no","no"
"609","no",0,0,4,40,11,0,0,2550,45,11,5.8824,15000,0.7515,7,7,14,"yes",4,"no","no"
"610","no",0,0,0,47,13,0,0,1360,49,16,40.441,56100,0.4415,9,9,5,"yes",11,"yes","yes"
"611","no",0,0,2,36,12,0,0,2420,40,12,6.2339,22846,0.7215,12,7,5,"yes",9,"no","no"
"612","no",0,0,2,40,11,0,0,2205,42,14,9.2971,22225,0.6915,7,12,5,"yes",4,"no","yes"
"613","no",0,0,1,46,12,0,0,3268,46,12,0.7038,17635,0.9415,12,7,7.5,"yes",2,"no","no"
"614","no",0,0,0,52,12,0,0,3672,54,12,2.5425,18500,0.6915,3,12,7.5,"no",23,"no","no"
"615","no",0,0,1,44,12,0,0,1800,45,12,5.0833,13390,0.7515,12,12,11,"no",3,"no","no"
"616","no",0,0,1,45,10,0,0,1926,46,14,7.6843,15150,0.7215,7,7,7.5,"yes",15,"no","yes"
"617","no",0,2,1,30,7,0,0,1920,35,7,4.0625,16200,0.7815,7,3,7.5,"no",8,"no","no"
"618","no",0,1,3,40,12,0,0,2080,44,12,6.5106,33920,0.6615,12,12,14,"yes",3,"no","no"
"619","no",0,0,1,43,12,0,0,2856,43,12,2.951,14000,0.7215,7,12,7.5,"no",25,"no","no"
"620","no",0,0,2,49,12,0,0,2115,53,10,5.6738,16736,0.7515,12,3,11,"yes",2,"no","no"
"621","no",0,1,4,46,12,0,3.45,1880,48,12,12.766,30650,0.6615,12,12,11,"yes",0,"no","no"
"622","no",0,0,0,52,11,0,0,2000,52,12,6,12400,0.7515,7,7,11,"no",19,"no","no"
"623","no",0,1,1,31,12,0,0,2044,33,15,9.2955,19022,0.6915,7,10,9.5,"yes",3,"no","yes"
"624","no",0,1,1,42,10,0,0,1677,47,11,5.1324,11203,0.7515,7,7,5,"no",7,"no","no"
"625","no",0,0,3,33,11,0,0,2184,38,8,9.0659,19876,0.6915,7,14,7.5,"yes",1,"no","no"
"626","no",0,0,0,57,16,0,0,3185,57,13,11.931,57000,0.4415,7,12,14,"yes",9,"yes","yes"
"627","no",0,0,0,49,10,0,0,2680,51,10,6.7164,18290,0.6915,10,10,11,"yes",3,"no","no"
"628","no",0,0,1,45,14,0,0,3615,47,14,4.5851,20220,0.6915,14,12,11,"yes",8,"yes","yes"
"629","no",0,0,0,56,11,0,0,2139,56,12,9.2567,22150,0.6915,7,7,14,"yes",0,"no","no"
"630","no",0,1,3,41,12,0,0,3080,43,12,8.5656,30623,0.6215,10,10,7.5,"yes",5,"no","no"
"631","no",0,0,0,56,5,0,0,1261,53,6,6.7407,9380,0.7515,3,3,14,"yes",20,"no","no"
"632","no",0,0,1,48,10,0,0,2227,48,10,9.8788,22000,0.6915,7,7,5,"yes",3,"no","no"
"633","no",0,0,2,52,16,0,0,1920,53,16,9.375,23675,0.6615,12,10,7.5,"yes",12,"yes","yes"
"634","no",0,0,0,51,12,0,0,2350,55,12,6.277,33671,0.7215,7,7,14,"yes",5,"no","no"
"635","no",0,0,3,35,11,0,0,1785,39,10,6.4241,12367,0.7515,7,7,7.5,"no",1,"no","no"
"636","no",0,0,0,45,12,0,0,2598,51,12,8.3718,21950,0.6615,7,7,5,"no",0,"no","no"
"637","no",0,0,0,54,12,0,0,2455,58,17,12.22,32000,0.5815,7,7,9.5,"yes",7,"no","yes"
"638","no",0,0,2,54,12,0,0,2450,54,13,3.5612,22610,0.7215,10,10,9.5,"yes",13,"no","yes"
"639","no",0,1,0,31,12,0,0,1218,32,8,8.867,12092,0.7515,7,7,3,"no",3,"no","no"
"640","no",0,0,3,53,6,0,0,2040,54,4,1.8515,3777,0.9415,7,7,11,"no",0,"no","no"
"641","no",0,2,2,35,14,0,0,2600,34,14,8.0769,36000,0.5515,16,14,3,"no",2,"yes","yes"
"642","no",0,1,3,36,12,0,0,2450,40,16,8.9796,26900,0.6615,12,16,7.5,"no",0,"no","yes"
"643","no",0,0,0,59,12,0,0,2717,60,12,6.6618,32242,0.6615,7,7,11,"yes",2,"no","no"
"644","no",0,0,0,54,16,0,0,2701,54,17,11.107,35020,0.5815,16,17,5,"yes",1,"yes","yes"
"645","no",0,1,1,37,12,0,0,2600,47,17,14.077,37600,0.5515,7,7,9,"yes",10,"no","yes"
"646","no",0,0,0,44,12,0,0,3640,54,10,0.4121,1500,0.9415,7,7,7.5,"yes",10,"no","no"
"647","no",0,1,2,34,17,0,0,2940,40,16,23.81,96000,0.4415,12,12,5,"yes",1,"yes","yes"
"648","no",0,0,0,49,12,0,0,1880,50,12,9.5745,18150,0.6915,7,7,11,"no",3,"no","no"
"649","no",0,0,0,49,12,0,0,3500,51,12,1.9286,15500,0.7215,7,7,3,"no",32,"no","no"
"650","no",0,0,0,60,9,0,0,3320,60,8,2.5783,14000,0.7215,7,7,3,"no",0,"no","no"
"651","no",0,0,0,51,12,0,0,1605,55,12,7.2274,14756,0.7215,7,7,7.5,"yes",7,"no","no"
"652","no",0,1,1,30,12,0,0,2500,30,14,8.8,22000,0.6615,12,10,5,"yes",5,"no","yes"
"653","no",0,0,2,47,12,0,0,2400,49,9,7.75,24466,0.6615,7,7,11,"yes",2,"no","no"
"654","no",0,0,4,36,12,0,0,1634,45,17,14.688,24400,0.6615,12,12,7.5,"yes",5,"no","yes"
"655","no",0,1,3,35,12,0,0,2260,38,12,10.487,24000,0.6615,7,7,9.5,"yes",3,"no","no"
"656","no",0,0,0,58,12,0,0,3478,53,12,4.0253,15500,0.7215,12,9,11,"no",25,"no","no"
"657","no",0,1,3,41,14,0,0,2550,42,16,11.765,30800,0.6215,14,12,7.5,"no",0,"yes","yes"
"658","no",0,0,1,51,10,0,0,840,52,8,9.5238,10660,0.7515,7,7,14,"yes",3,"no","no"
"659","no",0,0,0,47,12,0,0,1520,52,12,6.9079,13350,0.7215,7,7,11,"no",10,"no","no"
"660","no",0,1,2,45,9,0,0,1920,35,9,5.151,10090,0.7515,12,3,11,"no",10,"no","no"
"661","no",0,0,0,60,14,0,0,2703,55,17,20.496,55600,0.4415,16,14,14,"yes",7,"yes","yes"
"662","no",0,1,1,30,16,0,2,1896,46,16,13.555,25700,0.6615,12,12,9.5,"yes",5,"yes","yes"
"663","no",0,0,0,55,11,0,0,1960,57,13,14.796,29000,0.5815,7,3,5,"yes",15,"no","yes"
"664","no",0,1,2,32,12,0,0,3060,50,8,1.6905,7286,0.7815,10,7,3,"no",1,"no","no"
"665","no",0,0,2,36,12,0,0,2805,38,12,7.2296,37752,0.5215,7,7,3,"no",5,"no","no"
"666","no",0,0,0,55,12,0,0,1944,53,7,4.1152,13072,0.7515,3,3,14,"no",9,"no","no"
"667","no",0,0,0,47,12,0,0,1960,47,12,2.999,7044,0.7715,3,3,14,"no",18,"no","no"
"668","no",0,0,1,47,12,0,0,2112,52,8,8.0492,18200,0.6915,7,7,14,"yes",1,"no","no"
"669","no",0,0,1,37,11,0,0,2544,39,12,8.577,27000,0.6215,12,7,3,"no",0,"no","no"
"670","no",0,0,2,50,12,0,0,1700,53,17,9.3235,30300,0.5815,10,12,3,"no",6,"no","yes"
"671","no",0,0,3,30,12,0,0,2550,31,12,4.7059,12000,0.7515,3,7,14,"no",1,"no","no"
"672","no",0,0,1,48,17,0,0,2080,45,17,9.1346,31500,0.6615,16,17,3,"no",2,"yes","yes"
"673","no",0,0,2,43,10,0,0,2060,49,12,7.767,27092,0.7215,10,10,5,"yes",15,"no","no"
"674","no",0,1,0,48,11,0,0,1955,46,8,4.1269,20968,0.7515,7,7,3,"no",25,"no","no"
"675","no",0,1,2,41,14,0,0,2500,44,17,10,27000,0.6615,17,7,14,"yes",1,"yes","yes"
"676","no",0,0,0,50,12,0,0,2750,52,10,4.0727,11225,0.7515,7,10,7.5,"yes",0,"no","no"
"677","no",0,0,0,58,8,0,0,2040,59,5,7.8529,37700,0.5815,3,3,7.5,"no",0,"no","no"
"678","no",0,0,5,38,13,0,0,3275,43,15,7.8168,28200,0.6615,12,16,7.5,"yes",0,"yes","yes"
