rownames,item_number,set_name,theme,pieces,price,amazon_price,year,ages,pages,minifigures,packaging,weight,unique_pieces,size
455,75894,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,Speed Champions,481,49.99,40,2019,Ages_8+,64,4,Box,0.7Kg (1.54 lb),187,Small
456,76096,Superman & Krypto Team-Up,DC,199,19.99,40,2018,Ages_6-12,76,2,Box,,110,Small
457,75242,Black Ace TIE Interceptor,Star Wars™,396,49.99,40,2019,Ages_8+,84,3,Box,,161,Small
458,41374,Andrea's Pool Party,Friends,468,49.99,40,2019,Ages_6+,112,2,Box,,221,Small
459,60232,Garage Centre,City,234,49.99,40,2019,Ages_4+,116,4,Box,0.62Kg (1.37 lb),62,Small
460,75254,AT-ST Raider,Star Wars™,540,49.99,40,2019,Ages_8+,120,4,Box,,211,Small
461,70675,Katana 4X4,NINJAGO®,450,49.99,40,2019,Ages_8+,128,5,Box,,185,Small
462,76120,Batwing and The Riddler Heist,Batman™,489,49.99,40,2019,Ages_7+,132,4,Box,,212,Small
463,31095,Fairground Carousel,Creator 3-in-1,595,49.99,40,2019,Ages_8+,236,3,Box,,223,Small
464,41330,Stephanie's Soccer Practice,Friends,119,14.99,40.4,2018,Ages_6-12,48,1,Box,,78,Small
465,41332,Emma's Art Stand,Friends,210,19.99,40.99,2018,Ages_6-12,60,1,Box,0.32Kg (0.7 lb),107,Small
466,76138,Batman and The Joker Escape,Batman™,171,39.99,40.99,2019,Ages_4+,72,4,Box,,119,Small
467,76104,The Hulkbuster Smash-Up,Marvel,375,29.99,41,2018,Ages_7-14,84,4,Box,0.49Kg (1.08 lb),143,Small
468,75262,Imperial Dropship – 20th Anniversary Edition,Star Wars™,125,19.99,41.39,2019,Ages_6+,60,3,Box,,57,Small
469,10757,Raptor Rescue Truck,Juniors,85,24.99,41.88,2018,Ages_4-7,56,2,Box,0.31Kg (0.68 lb),56,Small
470,10899,Frozen Ice Castle,Disney™,59,49.99,41.99,2019,Ages_2+,28,3,Box,,31,Small
471,70651,Throne Room Showdown,NINJAGO®,221,19.99,41.99,2018,Ages_6-14,68,5,Box,0.34Kg (0.75 lb),111,Small
472,31104,Monster Burger Truck,Creator 3-in-1,499,49.99,42.79,2020,Ages_8+,248,2,Box,,183,Small
473,42072,WHACK!,Technic™,135,19.99,42.99,2018,Ages_7-14,123,,Box,0.3Kg (0.66 lb),41,Small
474,60257,Service Station,City,354,49.99,42.99,2020,Ages_5+,193,4,Box,0.7Kg (1.55 lb),179,Small
475,41618,Anna & Olaf,BrickHeadz,201,14.99,43.72,2018,Ages_10+,56,,Box,,78,Small
476,41334,Andrea's Park Performance,Friends,229,24.99,43.79,2018,Ages_6-12,80,3,Box,,126,Small
477,41598,The Flash,DC,122,9.99,43.95,2018,Ages_10+,40,,Box,,47,Small
478,75964,Harry Potter Advent Calendar,Harry Potter™,305,39.99,43.99,2019,Ages_7+,3,8,Box,,151,Small
479,75537,Darth Maul,Star Wars™,104,29.99,43.99,2018,Ages_8-14,52,,Box,,43,Small
480,41329,Olivia's Deluxe Bedroom,Friends,163,14.99,44.42,2018,Ages_6-12,60,1,Box,,100,Small
481,75215,Cloud-Rider Swoop Bikes,Star Wars™,355,29.99,44.69,2018,Ages_8-14,92,3,Box,0.37Kg (0.81 lb),148,Small
482,75237,TIE Fighter Attack,Star Wars™,77,19.99,44.7,2019,Ages_4+,40,2,Box,0.26Kg (0.57 lb),50,Small
483,75551,Brick-built Minions and their Lair,Minions,876,49.99,44.83,2020,Ages_8+,184,3,Box,,180,Small
484,75228,Escape Pod vs. Dewback Microfighters,Star Wars™,177,19.99,44.89,2019,Ages_6+,64,3,Box,0.2Kg (0.44 lb),79,Small
485,70650,Destiny's Wing,NINJAGO®,181,19.99,44.92,2018,Ages_6-14,76,2,Box,0.33Kg (0.73 lb),100,Small
486,10889,Mickey's Vacation House,Disney™,57,49.99,44.99,2019,Ages_2+,28,3,Box,0.99Kg (2.17 lb),37,Small
487,10903,Fire Station,DUPLO®,76,49.99,44.99,2019,Ages_2+,34,2,,1.14Kg (2.51 lb),47,Large
488,71711,Jay's Cyber Dragon,NINJAGO®,518,49.99,44.99,2020,Ages_8+,84,5,Box,,189,Small
489,76129,Hydro-Man Attack,Marvel,471,39.99,44.99,2019,Ages_7+,96,4,Box,,170,Small
490,42089,Power Boat,Technic™,174,14.99,44.99,2019,Ages_8+,98,,Box,0.26Kg (0.57 lb),56,Small
491,71699,Thunder Raider,NINJAGO®,576,49.99,44.99,2020,Ages_8+,148,5,Box,,191,Small
492,60244,Police Helicopter Transport,City,317,49.99,44.99,2020,Ages_5+,156,4,Box,0.72Kg (1.58 lb),161,Small
493,70431,The Lighthouse of Darkness,Hidden Side,540,49.99,44.99,2020,Ages_8+,156,5,Box,,240,Small
494,75973,D.Va & Reinhardt,Overwatch®,455,39.99,45.17,2019,Ages_10+,108,2,Box,0.59Kg (1.3 lb),161,Small
495,21152,Pirate Ship,Minecraft™,386,39.99,45.46,2019,Ages_8+,116,3,Box,0.75Kg (1.65 lb),143,Small
496,70837,Shimmer & Shine Sparkle Spa!,THE LEGO® MOVIE 2™,694,69.99,45.49,2019,Ages_7+,128,8,Box,,209,Small
497,31077,Modular Sweet Surprises,Creator 3-in-1,396,39.99,45.65,2018,Ages_8-12,184,3,Box,0.72Kg (1.58 lb),187,Small
498,10753,The Joker Batcave Attack,Batman™,151,24.99,45.95,2018,Ages_4-7,76,3,Box,0.41Kg (0.9 lb),94,Small
499,41333,Olivia's Mission Vehicle,Friends,223,19.99,45.95,2018,Ages_6-12,84,1,Box,0.32Kg (0.7 lb),106,Small
500,31080,Modular Winter Vacation,Creator 3-in-1,374,34.99,46,2018,Ages_7-12,200,2,Box,,142,Small
501,10877,Belle's Tea Party,Disney™,19,19.99,46.44,2018,Ages_2-5,8,1,Box,0.27Kg (0.59 lb),16,Small
502,70849,Wyld-Mayhem Star Fighter,THE LEGO® MOVIE 2™,405,49.99,46.5,2019,Ages_8+,132,4,Box,,157,Small
503,10764,City Central Airport,Juniors,376,49.99,46.5,2018,Ages_4-7,144,5,Box,0.91Kg (2 lb),170,Small
504,10893,Spider-Man vs. Electro,Marvel,29,19.99,46.75,2019,Ages_2+,10,2,Box,0.41Kg (0.9 lb),22,Small
505,75245,Star Wars Advent Calendar,Star Wars™,280,39.99,46.76,2019,Ages_6+,2,9,Box,,177,Small
506,41349,Drifting Diner,Friends,345,29.99,46.9,2018,Ages_6-12,92,2,Box,0.54Kg (1.19 lb),182,Small
507,10879,Gentle Giants Petting Zoo,Jurassic World™,24,19.99,46.95,2018,Ages_2-5,13,1,Box,0.37Kg (0.81 lb),19,Small
508,21043,San Francisco,Architecture,565,49.99,46.99,2019,Ages_12+,128,,Box,,163,Small
509,41160,Ariel's Castle,Disney™,115,24.99,47,2019,Ages_4+,56,1,,0.31Kg (0.68 lb),74,Small
510,70423,Paranormal Intercept Bus 3000,Hidden Side,689,59.99,47.23,2019,Ages_8+,136,5,Box,,272,Small
511,75887,Porsche 919 Hybrid,Speed Champions,163,14.99,47.95,2018,Ages_7-14,60,1,Box,,75,Small
512,10881,Mickey's Boat,Disney™,28,29.99,47.99,2018,Ages_2-5,24,2,Box,0.58Kg (1.28 lb),25,Small
513,75935,Baryonyx Face-Off: The Treasure Hunt,Jurassic World™,434,59.99,47.99,2019,Ages_7+,96,4,Box,,211,Small
514,76144,Avengers Hulk Helicopter Rescue,Marvel,482,59.99,47.99,2019,Ages_8+,100,4,Box,,187,Small
515,76125,Iron Man Hall of Armour,Marvel,524,59.99,47.99,2019,Ages_7+,104,5,Box,,156,Small
516,75947,Hagrid's Hut: Buckbeak's Rescue,Harry Potter™,496,59.99,47.99,2019,Ages_8+,120,6,Box,,208,Small
517,41380,Lighthouse Rescue Centre,Friends,602,59.99,47.99,2019,Ages_6+,180,2,Box,,273,Small
518,31096,Twin-Rotor Helicopter,Creator 3-in-1,569,59.99,47.99,2019,Ages_9+,228,1,Box,,200,Small
519,75241,Action Battle Echo Base Defence,Star Wars™,504,59.99,48,2019,Ages_8+,112,5,Box,,192,Small
520,41379,Heartlake City Restaurant,Friends,624,59.99,48,2019,Ages_6+,140,3,Box,,201,Small
521,60227,Lunar Space Station,City,412,59.99,48,2019,Ages_6+,172,5,Box,0.9Kg (1.98 lb),171,Small
522,41344,Andrea's Accessories Store,Friends,294,29.99,48.11,2018,Ages_6-12,84,2,Box,0.51Kg (1.12 lb),128,Small
523,75937,Triceratops Rampage,Jurassic World™,447,59.99,48.49,2019,Ages_7+,112,4,Box,,200,Small
524,41394,Heartlake City Hospital,Friends,379,49.99,48.53,2020,Ages_6+,132,3,Box,,154,Small
525,76102,Thor's Weapon Quest,Marvel,223,19.99,48.71,2018,Ages_6-12,84,3,Box,0.33Kg (0.73 lb),112,Small
526,75193,Millennium Falcon Microfighter,Star Wars™,92,9.99,48.9,2018,Ages_6-12,44,1,Box,0.11Kg (0.25 lb),48,Small
527,41619,Darth Vader,Star Wars™,104,9.99,48.98,2018,Ages_10+,40,,Box,,41,Small
528,72001,Lance's Hover Jouster,,217,19.99,48.98,2018,Ages_7-14,52,3,Box,,85,
529,10880,T. rex Tower,Jurassic World™,22,29.99,48.99,2018,Ages_2-5,14,1,Box,0.61Kg (1.34 lb),18,Small
530,75200,Ahch-To Island Training,Star Wars™,241,29.99,48.99,2018,Ages_7-12,84,2,Box,0.39Kg (0.86 lb),129,Small
531,76114,Spider-Man's Spider Crawler,Marvel,418,39.99,48.99,2019,Ages_7+,84,4,Box,0.5Kg (1.1 lb),132,Small
532,75210,Moloch's Landspeeder,Star Wars™,464,39.99,48.99,2018,Ages_8-12,144,2,Box,0.65Kg (1.43 lb),163,Small
533,10760,Underminer's Bank Heist,Juniors,149,24.99,49.75,2018,Ages_4-7,64,3,Box,,99,Small
534,41346,Friendship Box,Friends,563,49.99,49.79,2018,Ages_6-12,172,,Box,0.98Kg (2.16 lb),198,Small
535,21044,Paris,Architecture,649,49.99,49.84,2019,Ages_12+,112,,Box,,114,Small
536,41342,Emma's Deluxe Bedroom,Friends,183,14.99,49.92,2018,Ages_6-12,68,1,Box,,105,Small
537,41157,Rapunzel's Travelling Caravan,Disney™,323,39.99,49.95,2018,Ages_6-12,108,2,Box,0.54Kg (1.19 lb),171,Small
538,43180,Belle's Castle Winter Celebration,Disney™,238,49.99,49.95,2020,Ages_4+,108,6,Box,,146,Small
539,76159,Joker's Trike Chase,Batman™,440,49.99,49.95,2020,Ages_7+,108,4,Box,,181,Small
540,10763,Stephanie's Lakeside House,Friends,215,34.99,49.95,2018,Ages_4-7,112,3,Box,,142,Small
541,75940,Gallimimus and Pteranodon Breakout,Jurassic World™,391,49.99,49.95,2020,Ages_7+,112,3,Box,,170,Small
542,70667,Kai's Blade Cycle & Zane's Snowmobile,NINJAGO®,376,29.99,49.95,2019,Ages_8+,128,4,Box,0.51Kg (1.12 lb),189,Small
543,76899,Lamborghini Urus ST-X & Huracán Super Trofeo EVO,Speed Champions,663,49.99,49.95,2020,Ages_8+,144,2,Box,,202,Small
544,41428,Beach House,Friends,444,49.99,49.95,2020,Ages_6+,160,2,Box,,216,Small
545,71362,Guarded Fortress,LEGO® Super Mario™,468,49.99,49.95,2020,Ages_8+,,3,Box,,192,Small
546,10914,Deluxe Brick Box,DUPLO®,85,49.99,49.99,2020,Ages_1½+,28,,Tub,,58,Large
547,21047,Las Vegas,Architecture,501,39.99,49.99,2018,Ages_12+,108,,Box,,123,Small
548,42106,Stunt Show Truck & Bike,Technic™,610,49.99,49.99,2020,Ages_8+,120,,Box,,109,Small
549,42093,Chevrolet Corvette ZR1,Technic™,579,49.99,49.99,2019,Ages_9+,233,,Box,0.79Kg (1.74 lb),105,Small
550,75927,Stygimoloch Breakout,Jurassic World™,222,29.99,51.99,2018,Ages_6-12,84,2,Box,0.46Kg (1.01 lb),91,Small
551,10404,Ocean's Bottom,Classic,579,29.99,52.47,2018,Ages_5-99,57,2,Box,,218,Small
552,60245,Police Monster Truck Heist,City,362,59.99,52.74,2020,Ages_5+,200,5,Box,0.85Kg (1.87 lb),198,Small
553,75229,Death Star Escape,Star Wars™,329,29.99,53.75,2019,Ages_7+,84,4,Box,0.44Kg (0.97 lb),110,Small
554,41335,Mia's Tree House,Friends,351,29.99,53.88,2018,Ages_6-12,120,2,Box,0.61Kg (1.34 lb),151,Small
555,41368,Andrea's Talent Show,Friends,492,49.99,53.94,2019,Ages_7+,124,2,,0.72Kg (1.59 lb),184,Small
556,10874,Steam Train,DUPLO®,59,59.99,53.99,2018,Ages_2-5,48,2,Box,1.5Kg (3.3 lb),38,Large
557,75277,Boba Fett,Star Wars™,625,59.99,53.99,2020,Ages_18+,116,,Box,,172,Small
558,60217,Fire Plane,City,363,59.99,53.99,2019,Ages_6+,156,3,Box,0.76Kg (1.68 lb),151,Small
559,75888,Porsche 911 RSR and 911 Turbo 3.0,Speed Champions,391,29.99,54.2,2018,Ages_7-14,120,3,Box,0.56Kg (1.23 lb),166,Small
560,41622,Peter Venkman & Slimer,BrickHeadz,228,19.99,54.75,2018,Ages_10+,77,,Box,,90,Small
561,60223,Harvester Transport,City,358,29.99,54.8,2019,Ages_5+,148,3,Box,0.65Kg (1.43 lb),166,Small
562,75276,Stormtrooper,Star Wars™,647,59.99,54.99,2020,Ages_18+,124,,Box,,155,Small
563,75249,Resistance Y-wing Starfighter,Star Wars™,578,69.99,55.99,2019,Ages_8+,76,5,Box,,177,Small
564,76130,Stark Jet and the Drone Attack,Spider-Man,504,69.99,55.99,2019,Ages_8+,96,4,Box,,176,Small
565,75953,Hogwarts Whomping Willow,Harry Potter™,753,69.99,55.99,2018,Ages_8-14,148,6,Box,1.1Kg (2.42 lb),253,Small
566,75240,Major Vonreg's TIE Fighter,Star Wars™,496,69.99,56,2019,Ages_8+,92,4,Box,,151,Small
567,60215,Fire Station,City,509,69.99,56,2019,Ages_5+,184,4,Box,1.17Kg (2.57 lb),210,Small
568,10864,Large Playground Brick Box,DUPLO®,71,49.99,56.69,2018,Ages_2-5,32,2,Plastic box,1.41Kg (3.11 lb),49,Large
569,21051,Tokyo,Architecture,547,59.99,56.78,2020,Ages_16+,96,,Box,,146,Small
570,75278,D-O,Star Wars™,519,69.99,57.09,2020,Ages_10+,72,1,Box,,149,Small
571,21052,Dubai,Architecture,740,59.99,57.44,2020,Ages_16+,112,,Box,,127,Small
572,41365,Emma's Art Studio,Friends,235,24.99,57.59,2019,Ages_6+,60,2,Box,0.42Kg (0.93 lb),122,Small
573,21316,The Flintstones,Ideas,748,59.99,57.86,2019,Ages_10+,180,4,Box,1.04Kg (2.29 lb),242,Small
574,76097,Lex Luthor Mech Takedown,DC,406,39.99,57.99,2018,Ages_7-14,84,5,Box,,159,Small
575,70828,Pop-Up Party Bus,THE LEGO® MOVIE 2™,1024,79.99,57.99,2019,Ages_9+,172,4,Box,1.39Kg (3.06 lb),294,Small
576,21160,The Illager Raid,Minecraft™,562,59.99,58.16,2020,Ages_8+,96,5,Box,,187,Small
577,41352,The Big Race Day,Friends,648,59.99,59.3,2018,Ages_7-12,144,3,Box,0.99Kg (2.18 lb),252,Small
578,41191,Naida & The Water Turtle Ambush,,205,19.99,59.95,2018,Ages_7-12,56,2,Box,,103,
579,76152,Avengers Wrath of Loki,Marvel,223,59.99,59.95,2020,Ages_4+,124,5,Box,,137,Small
580,60261,Central Airport,City,286,59.99,59.95,2020,Ages_4+,169,6,Box,0.82Kg (1.81 lb),168,Small
581,10761,The Great Home Escape,Juniors,178,29.99,59.98,2018,Ages_4-7,76,4,Box,,123,Small
582,21039,Shanghai,Architecture,597,59.99,59.98,2018,Ages_12+,160,,Box,0.66Kg (1.45 lb),144,Small
583,10906,Tropical Island,DUPLO®,73,59.99,59.99,2019,Ages_2+,40,3,Box,,44,Large
584,10929,Modular Playhouse,DUPLO®,129,59.99,59.99,2020,Ages_2+,84,3,Box,,56,Large
585,76165,Iron Man,Marvel,480,59.99,59.99,2020,Ages_18+,132,,Box,,123,Small
586,70436,Phantom Fire Truck 3000,Hidden Side,760,59.99,59.99,2020,Ages_9+,148,6,Box,,263,Small
587,21319,Central Perk,Ideas,1070,59.99,59.99,2019,Ages_16+,156,7,Box,1.35Kg (2.98 lb),366,Small
588,21320,Dinosaur Fossils,Ideas,910,59.99,59.99,2019,Ages_16+,169,2,Box,,201,Small
589,76117,Batman Mech vs. Poison Ivy Mech,Batman™,375,39.99,61.94,2019,Ages_7+,92,4,Box,0.55Kg (1.21 lb),173,Small
590,31085,Mobile Stunt Show,Creator 3-in-1,581,49.99,61.99,2018,Ages_8-12,224,2,Box,,212,Small
591,21138,The Melon Farm,Minecraft™,69,14.99,62.75,2018,Ages_6-14,44,3,Box,,47,Small
592,41369,Mia's House,Friends,715,69.99,62.99,2019,Ages_6+,192,3,,1.12Kg (2.47 lb),274,Small
593,41616,Hermione Granger,BrickHeadz,127,9.99,63.49,2018,Ages_10+,40,,Box,,50,Small
594,75952,Newt's Case of Magical Creatures,,694,49.99,63.49,2018,Ages_8-14,132,4,Box,0.85Kg (1.87 lb),241,
595,70639,Street Race of Snake Jaguar,NINJAGO®,308,29.99,63.93,2018,Ages_7-14,112,2,Box,0.44Kg (0.97 lb),130,Small
596,75216,Snoke's Throne Room,Star Wars™,492,69.99,63.95,2018,Ages_8-14,104,4,Box,0.82Kg (1.81 lb),166,Small
597,75955,Hogwarts Express,Harry Potter™,801,79.99,63.99,2018,Ages_8-14,124,6,Box,1.37Kg (3.02 lb),261,Small
598,43172,Elsa's Ice Palace,LEGO® Frozen 2,701,79.99,63.99,2019,Ages_6+,180,4,,,234,Small
599,41167,Arendelle Castle,LEGO® Frozen 2,521,79.99,63.99,2019,Ages_5+,192,3,Box,,231,Small
600,75208,Yoda's Hut,Star Wars™,229,29.99,64.75,2018,Ages_7-12,72,3,Box,0.38Kg (0.84 lb),139,Small
601,60172,Dirt Road Pursuit,City,297,39.99,64.75,2018,Ages_5-12,116,3,Box,0.6Kg (1.32 lb),140,Small
602,70829,Emmet and Lucy's Escape Buggy!,THE LEGO® MOVIE 2™,550,49.99,64.95,2019,Ages_8+,124,4,Box,0.78Kg (1.72 lb),199,Small
603,31083,Cruising Adventures,Creator 3-in-1,597,59.99,64.97,2018,Ages_9-14,216,3,Box,1.19Kg (2.62 lb),246,Small
604,76100,Royal Talon Fighter Attack,Marvel,358,29.99,64.99,2018,Ages_7-14,100,4,Box,,119,Small
605,60182,Pickup & Caravan,City,344,29.99,65.99,2018,Ages_5-12,140,3,Box,0.65Kg (1.43 lb),188,Small
606,60193,Arctic Air Transport,City,277,39.99,66.4,2018,Ages_6-12,112,2,Box,0.59Kg (1.3 lb),113,Small
607,75974,Bastion,Overwatch®,602,49.99,66.95,2019,Ages_10+,116,,Box,0.77Kg (1.7 lb),168,Small
608,41161,Aladdin's and Jasmine's Palace Adventures,Disney™,193,29.99,67.22,2019,Ages_5+,76,2,,0.38Kg (0.84 lb),114,Small
609,21142,The Polar Igloo,Minecraft™,278,29.99,67.39,2018,Ages_8+,84,2,Box,0.56Kg (1.23 lb),95,Small
610,75975,Watchpoint: Gibraltar,Overwatch®,730,89.99,67.76,2019,Ages_9+,192,4,Box,1.39Kg (3.06 lb),287,Small
611,41455,Unikingdom Creative Brick Box,Unikitty!™,433,39.99,67.95,2018,Ages_5-12,172,17,Box,1.03Kg (2.27 lb),220,Small
612,75928,Blue's Helicopter Pursuit,Jurassic World™,397,39.99,67.97,2018,Ages_7-12,112,3,Box,0.63Kg (1.39 lb),177,Small
613,41338,Stephanie's Sports Arena,Friends,460,44.99,68.7,2018,Ages_6-12,108,2,Box,0.76Kg (1.67 lb),188,Small
614,72005,Aaron's X-bow,,569,49.99,68.87,2018,Ages_8-14,152,4,Box,,185,
615,42107,Ducati Panigale V4 R,Technic™,646,69.99,69.95,2020,Ages_10+,128,,Box,,128,Small
616,60183,Heavy Cargo Transport,City,310,29.99,69.95,2018,Ages_5-12,128,2,Box,0.59Kg (1.3 lb),161,Small
617,41429,Heartlake City Airplane,Friends,574,69.99,69.95,2020,Ages_7+,164,,Box,,238,Small
618,75968,4 Privet Drive,Harry Potter™,797,69.99,69.95,2020,Ages_8+,184,6,Box,,255,Small
619,41395,Friendship Bus,Friends,778,69.99,69.95,2020,Ages_8+,236,3,Box,,286,Small
620,31108,Caravan Family Holiday,Creator 3-in-1,766,69.99,69.95,2020,Ages_9+,276,3,Box,1.37Kg (3.02 lb),328,Small
621,72002,Twinfector,,191,19.99,69.99,2018,Ages_7-14,44,3,Box,,73,
622,60202,People Pack - Outdoor Adventures,City,164,39.99,69.99,2018,Ages_5-12,64,15,Box,0.29Kg (0.64 lb),128,Small
623,41610,Tactical Batman & Superman,BrickHeadz,209,19.99,69.99,2018,Ages_10+,69,,Box,,72,Small
624,60186,Mining Heavy Driller,City,294,49.99,69.99,2018,Ages_5-12,124,3,Box,0.78Kg (1.71 lb),139,Small
625,21321,International Space Station,Ideas,864,69.99,69.99,2020,Ages_16+,128,,Box,,186,Small
626,75284,Knights of Ren Transport Ship,Star Wars™,595,69.99,69.99,2020,Ages_9+,136,3,Box,,182,Small
627,21161,The Crafting Box 3.0,Minecraft™,564,69.99,69.99,2020,Ages_8+,180,4,Box,,128,Small
628,21143,The Nether Portal,Minecraft™,470,39.99,70.09,2018,Ages_8+,112,3,Box,0.7Kg (1.54 lb),146,Small
629,10758,T. Rex Breakout,Juniors,150,49.99,70.78,2018,Ages_4-7,76,3,Box,0.67Kg (1.48 lb),98,Small
630,71712,Empire Temple of Madness,NINJAGO®,810,79.99,71.99,2020,Ages_9+,160,6,Box,,267,Small
631,70676,Lloyd's Titan Mech,NINJAGO®,876,79.99,71.99,2019,Ages_9+,164,6,Box,,230,Small
632,70670,Monastery of Spinjitzu,NINJAGO®,1070,79.99,71.99,2019,Ages_9+,188,8,Box,1.52Kg (3.35 lb),359,Small
633,75205,Mos Eisley Cantina,Star Wars™,376,39.99,72.47,2018,Ages_8-14,80,4,Box,,140,Small
634,70640,S.O.G. Headquarters,NINJAGO®,530,39.99,72.98,2018,Ages_8-14,96,5,Box,,246,Small
635,75201,First Order AT-ST,Star Wars™,370,39.99,73.99,2018,Ages_8-14,80,4,Box,,157,Small
636,31097,Townhouse Pet Shop & Café,Creator 3-in-1,969,79.99,73.99,2019,Ages_9+,356,3,Box,1.7Kg (3.74 lb),289,Small
637,60194,Arctic Scout Truck,City,322,59.99,74.49,2018,Ages_7-12,100,3,Box,0.72Kg (1.59 lb),148,Small
638,10876,Spider-Man & Hulk Adventures,DUPLO®,38,29.99,74.5,2018,Ages_2-5,20,3,Box,0.54Kg (1.19 lb),29,Large
639,75199,General Grievous' Combat Speeder,Star Wars™,157,29.99,74.9,2018,Ages_7-12,60,2,Box,0.3Kg (0.66 lb),76,Small
640,31079,Sunshine Surfer Van,Creator 3-in-1,379,34.99,74.94,2018,Ages_8-12,184,2,Box,0.6Kg (1.32 lb),160,Small
641,21139,The Nether Fight,Minecraft™,84,14.99,74.99,2018,Ages_6-14,40,3,Box,,48,Small
642,42074,Racing Yacht,Technic™,330,39.99,75.99,2018,Ages_8-14,156,,,0.61Kg (1.34 lb),83,Small
643,21045,Trafalgar Square,Architecture,1197,79.99,76.3,2019,Ages_12+,192,,Box,,205,Small
644,70679,The Ultra Dragon,NINJAGO®,951,84.99,76.49,2019,Ages_9+,160,6,Box,1.22Kg (2.69 lb),262,Small
645,41623,Ariel & Ursula,BrickHeadz,361,19.99,77.42,2018,Ages_10+,121,,Box,,121,Small
646,75534,Darth Vader,Star Wars™,168,39.99,77.97,2018,Ages_9-14,56,,Box,,61,Small
647,70921,Harley Quinn Cannonball Attack,,425,49.99,78.94,2018,Ages_7-14,132,4,Box,,200,
648,21314,TRON: Legacy,Ideas,230,34.99,78.95,2018,Ages_10+,68,3,Box,,73,Small
649,75261,Clone Scout Walker – 20th Anniversary Edition,Star Wars™,250,29.99,79.5,2019,Ages_6+,80,5,Box,,109,Small
650,75286,General Grievous's Starfighter,Star Wars™,487,79.99,79.95,2020,Ages_9+,96,,Box,,139,Small
651,75272,Sith TIE Fighter,Star Wars™,470,79.99,79.95,2020,Ages_9+,104,3,Box,,127,Small
652,76151,Venomosaurus Ambush,Marvel,640,79.99,79.95,2020,Ages_8+,148,5,Box,,242,Small
653,21155,The Creeper Mine,Minecraft™,834,79.99,79.95,2019,Ages_8+,164,4,Box,,206,Small
654,60265,Ocean Exploration Base,City,497,79.99,79.95,2020,Ages_6+,165,5,Box,,180,Small
655,41424,Jungle Rescue Base,Friends,648,79.99,79.95,2020,Ages_8+,176,3,Box,,251,Small
656,76126,Avengers Ultimate Quinjet,Marvel,840,79.99,79.99,2019,Ages_8+,160,5,Box,,252,Small
657,76131,Avengers Compound Battle,Marvel,699,99.99,79.99,2019,Ages_8+,168,7,Box,,292,Small
658,41433,Party Boat,Friends,640,79.99,79.99,2020,Ages_7+,184,3,Box,,270,Small
659,42095,Remote-Controlled Stunt Racer,Technic™,324,99.99,80.99,2019,Ages_9+,72,,Box,0.79Kg (1.74 lb),78,Small
660,41381,Rescue Mission Boat,Friends,908,89.99,80.99,2019,Ages_7+,216,4,Box,,376,Small
661,60233,Donut Shop Opening,City,790,89.99,80.99,2019,Ages_6+,320,10,Box,1.4Kg (3.09 lb),368,Small
662,21041,Great Wall of China,Architecture,551,49.99,82.59,2018,Ages_12+,112,,Box,0.81Kg (1.78 lb),81,Small
663,41153,Ariel's Royal Celebration Boat,Disney™,380,49.99,82.75,2018,Ages_6-12,108,2,Box,0.65Kg (1.43 lb),156,Small
664,60173,Mountain Arrest,City,303,59.99,82.99,2018,Ages_5-12,136,4,Box,0.76Kg (1.67 lb),168,Small
665,31081,Modular Skate House,Creator 3-in-1,422,39.99,83.49,2018,Ages_8-12,196,2,Box,0.81Kg (1.78 lb),169,Small
666,41615,Harry Potter & Hedwig,BrickHeadz,180,14.99,83.85,2018,Ages_10+,60,,Box,,73,Small
667,10868,Farm Pony Stable,DUPLO®,59,29.99,83.94,2018,Ages_2-5,25,2,Box,,31,Large
668,42075,First Responder,Technic™,513,49.99,84.75,2018,Ages_9-16,212,,Box,0.86Kg (1.89 lb),106,Small
669,60210,Air Base,City,529,89.99,84.96,2019,Ages_6+,260,6,Box,1.22Kg (2.69 lb),270,Small
670,72003,Berserker Bomber,,369,29.99,85,2018,Ages_8-14,84,3,Box,,145,
671,41336,Emma's Art Café,Friends,378,32.99,85.49,2018,Ages_6-12,112,2,Box,0.6Kg (1.32 lb),166,Small
672,70831,Emmet's Dream House/Rescue Rocket!,THE LEGO® MOVIE 2™,706,69.99,86.89,2019,Ages_8+,260,4,Box,1.14Kg (2.51 lb),197,Small
673,60209,Diamond Heist,City,400,59.99,86.95,2019,Ages_6+,160,4,Box,0.8Kg (1.76 lb),191,Small
674,75234,AT-AP Walker,Star Wars™,689,59.99,87.99,2019,Ages_9+,140,4,Box,0.98Kg (2.16 lb),214,Small
675,21315,Pop-Up Book,Ideas,859,69.99,88.95,2018,Ages_12+,164,5,Box,,211,Small
676,75259,Snowspeeder – 20th Anniversary Edition,Star Wars™,309,39.99,89,2019,Ages_7+,116,4,Box,,159,Small
677,41597,Go Brick Me,BrickHeadz,708,29.99,89.74,2018,Ages_10+,84,,Box,,160,Small
678,75273,Poe Dameron's X-wing Fighter,Star Wars™,761,89.99,89.95,2020,Ages_9+,124,4,Box,,219,Small
679,75938,T. rex vs Dino-Mech Battle,Jurassic World™,716,89.99,89.95,2019,Ages_8+,176,4,Box,,254,Small
680,75948,Hogwarts Clock Tower,Harry Potter™,922,89.99,89.95,2019,Ages_9+,176,8,Box,,276,Small
681,10405,Mission to Mars,Classic,871,59.99,89.99,2018,Ages_5-99,81,3,Plastic box,,330,Small
