rownames,model_yr,mfr_name,division,carline,mfr_code,model_type_index,engine_displacement,no_cylinders,transmission_speed,city_mpg,hwy_mpg,comb_mpg,guzzler,air_aspir_method,air_aspir_method_desc,transmission,transmission_desc,no_gears,trans_lockup,trans_creeper_gear,drive_sys,drive_desc,fuel_usage,fuel_usage_desc,class,car_truck,release_date,fuel_cell
613,2012,Porsche,Porsche,Panamera Turbo,PRX,95,4.8,8,Auto(A7),15,23,18,N,TC,Turbocharged,A,Automatic,7,Y,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Large Cars,car,2011-06-06,
614,2012,Porsche,Porsche,Panamera Turbo S,PRX,96,4.8,8,Auto(A7),15,23,18,N,TC,Turbocharged,A,Automatic,7,Y,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Large Cars,car,2011-06-06,
615,2012,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost,RRG,5,6.6,12,Auto(S8),13,20,15,Y,TC,Turbocharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Large Cars,car,2011-09-23,
616,2012,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost EWB,RRG,6,6.6,12,Auto(S8),13,20,15,Y,TC,Turbocharged,SA,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Large Cars,car,2011-09-23,
617,2012,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom,RRG,1,6.7,12,Auto(S6),11,18,14,Y,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Large Cars,car,2011-08-29,
618,2012,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom EWB,RRG,2,6.7,12,Auto(S6),11,18,14,Y,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Large Cars,car,2011-08-29,
619,2012,Toyota,TOYOTA,AVALON,TYX,75,3.5,6,Auto(S6),19,28,23,N,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Large Cars,car,2011-11-17,
620,2012,Honda,Acura,TSX WAGON,HNX,21,2.4,4,Auto(S5),22,30,25,N,,Naturally Aspirated,SA,Semi-Automatic,5,Y,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-07-21,N
621,2012,Audi,Audi,A3,ADX,68,2,4,Auto(S6),22,28,24,N,TC,Turbocharged,SA,Semi-Automatic,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-06-20,N
622,2012,Volkswagen,Audi,A3,VWX,52,2,4,Auto(S6),30,42,34,N,TC,Turbocharged,SA,Semi-Automatic,6,N,N,F,"2-Wheel Drive, Front",DU,Diesel,Small Station Wagons,car,2011-06-03,N
623,2012,Audi,Audi,A3,ADX,67,2,4,Manual(M6),21,30,24,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-06-20,N
624,2012,Audi,Audi,A3 QUATTRO,ADX,69,2,4,Auto(S6),21,28,24,N,TC,Turbocharged,SA,Semi-Automatic,6,N,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-06-06,N
625,2012,Audi,Audi,A4 AVANT QUATTRO,ADX,31,2,4,Auto(S8),21,29,24,N,TC,Turbocharged,SA,Semi-Automatic,8,Y,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-05-04,
626,2012,BMW,BMW,328i Sport Wagon,BMX,308,3,6,Auto(S6),18,27,21,N,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-09-09,N
627,2012,BMW,BMW,328i Sport Wagon,BMX,309,3,6,Manual(M6),17,26,20,N,,Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-09-09,N
628,2012,BMW,BMW,328i xDrive Sport Wagon,BMX,310,3,6,Auto(S6),17,25,20,N,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-09-09,N
629,2012,BMW,BMW,328i xDrive Sport Wagon,BMX,311,3,6,Manual(M6),17,25,20,N,,Naturally Aspirated,M,Manual,6,N,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-09-09,N
630,2012,General Motors,Cadillac,CTS WAGON,GMX,16,3.6,6,Auto(S6),18,26,21,N,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-06-14,
631,2012,General Motors,Cadillac,CTS WAGON,GMX,17,6.2,8,Auto(S6),12,18,14,Y,SC,Supercharged,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Small Station Wagons,car,2011-06-16,
632,2012,General Motors,Cadillac,CTS WAGON,GMX,18,6.2,8,Manual(M6),14,19,16,Y,SC,Supercharged,M,Manual,6,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Small Station Wagons,car,2011-06-14,
633,2012,General Motors,Cadillac,CTS WAGON AWD,GMX,84,3,6,Auto(S6),18,26,21,N,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-06-17,
634,2012,General Motors,Cadillac,CTS WAGON AWD,GMX,125,3.6,6,Auto(S6),18,26,21,N,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-11-20,
635,2012,Chrysler Group LLC,Dodge,Caliber,CRX,500,2,4,Auto(AV),23,27,24,N,,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-09-01,N
636,2012,Chrysler Group LLC,Dodge,Caliber,CRX,501,2,4,Manual(M5),24,32,27,N,,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-09-01,
637,2012,Chrysler Group LLC,Dodge,Caliber,CRX,503,2.4,4,Auto(AV),22,27,24,N,,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-09-01,N
638,2012,Honda,Honda,FIT,HNX,6,1.5,4,Auto(A5),28,35,31,N,,Naturally Aspirated,A,Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-19,
639,2012,Honda,Honda,FIT,HNX,7,1.5,4,Auto(S5),27,33,30,N,,Naturally Aspirated,SA,Semi-Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-19,
640,2012,Honda,Honda,FIT,HNX,5,1.5,4,Manual(M5),27,33,29,N,,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-19,
641,2012,Hyundai,HYUNDAI MOTOR COMPANY,ELANTRA TOURING,HYX,27,2,4,Auto(A4),23,30,26,N,,Naturally Aspirated,A,Automatic,4,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-06-24,
642,2012,Hyundai,HYUNDAI MOTOR COMPANY,ELANTRA TOURING,HYX,28,2,4,Manual(M5),23,31,26,N,,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-06-27,
643,2012,Nissan,INFINITI,EX35,NSX,46,3.5,6,Auto(S7),17,24,20,N,,Naturally Aspirated,SA,Semi-Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-08-12,
644,2012,Nissan,INFINITI,EX35 AWD,NSX,47,3.5,6,Auto(S7),17,24,19,N,,Naturally Aspirated,SA,Semi-Automatic,7,Y,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-08-12,
645,2012,Kia,KIA MOTORS CORPORATION,SOUL,KMX,27,1.6,4,Auto(A6),27,35,30,N,,Naturally Aspirated,A,Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-29,
646,2012,Kia,KIA MOTORS CORPORATION,SOUL,KMX,28,1.6,4,Manual(M6),27,35,30,N,,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-29,
647,2012,Kia,KIA MOTORS CORPORATION,SOUL,KMX,30,2,4,Auto(A6),26,34,29,N,,Naturally Aspirated,A,Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-29,
648,2012,Kia,KIA MOTORS CORPORATION,SOUL,KMX,31,2,4,Manual(M6),26,34,29,N,,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-29,
649,2012,Kia,KIA MOTORS CORPORATION,SOUL ECO,KMX,26,1.6,4,Auto(A6),29,36,32,N,,Naturally Aspirated,A,Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-29,
650,2012,Kia,KIA MOTORS CORPORATION,SOUL ECO,KMX,29,2,4,Auto(A6),27,35,30,N,,Naturally Aspirated,A,Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-29,
651,2012,Mercedes-Benz,Mercedes-Benz,F-Cell,MBX,500,0,,Auto(A1),52,53,53,N,,,A,Automatic,1,N,N,F,"2-Wheel Drive, Front",H,Hydrogen,Small Station Wagons,car,2011-07-04,Y
652,2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER SPORTBACK,MTX,122,2,4,Auto(AV-S6),24,32,27,N,,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-10-05,
653,2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER SPORTBACK,MTX,124,2.4,4,Auto(AV-S6),22,29,25,N,,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-10-05,
654,2012,Nissan,NISSAN,CUBE,NSX,4,1.8,4,Auto(AV),27,31,28,N,,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2012-01-04,
655,2012,Nissan,NISSAN,CUBE,NSX,5,1.8,4,Manual(M6),25,30,27,N,,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2012-01-04,
656,2012,Nissan,NISSAN,JUKE,NSX,121,1.6,4,Auto(AV-S6),27,32,29,N,TC,Turbocharged,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-10-20,
657,2012,Nissan,NISSAN,JUKE,NSX,122,1.6,4,Manual(M6),25,31,27,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-10-20,
658,2012,Nissan,NISSAN,JUKE AWD,NSX,123,1.6,4,Auto(AV-S6),25,30,27,N,TC,Turbocharged,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-10-20,
659,2012,Saab Cars North America,Saab,9-3 SPORTCOMBI,SAX,66,2,4,Auto(S6),18,28,22,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-09-06,
660,2012,Saab Cars North America,Saab,9-3 SPORTCOMBI,SAX,67,2,4,Manual(M6),20,33,25,N,TC,Turbocharged,M,Manual,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-09-06,
661,2012,Saab Cars North America,Saab,9-3X SPORTCOMBI AWD,SAX,70,2,4,Auto(S6),18,29,22,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-05-11,
662,2012,Saab Cars North America,Saab,9-3X SPORTCOMBI AWD,SAX,71,2,4,Manual(M6),20,30,24,N,TC,Turbocharged,M,Manual,6,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-05-11,
663,2012,Toyota,SCION,xB,TYX,2,2.4,4,Auto(S4),22,28,24,N,,Naturally Aspirated,SA,Semi-Automatic,4,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-02-01,
664,2012,Toyota,SCION,xB,TYX,1,2.4,4,Manual(M5),22,28,24,N,,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-02-01,
665,2012,Subaru,Subaru,IMPREZA WAGON/OUTBACK SPORT AWD,FJX,4,2,4,Auto(AV),27,36,30,N,,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-11,
666,2012,Subaru,Subaru,IMPREZA WAGON/OUTBACK SPORT AWD,FJX,2,2,4,Manual(M5),25,33,28,N,,Naturally Aspirated,M,Manual,5,N,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-07-11,
667,2012,Subaru,Subaru,IMPREZA WAGON/OUTBACK SPORT AWD,FJX,13,2.5,4,Manual(M5),19,25,21,N,TC,Turbocharged,M,Manual,5,N,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-07-05,
668,2012,Subaru,Subaru,IMPREZA WAGON/OUTBACK SPORT AWD,FJX,15,2.5,4,Manual(M6),17,23,19,N,TC,Turbocharged,M,Manual,6,N,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Small Station Wagons,car,2011-07-05,
669,2012,Suzuki,Suzuki,SX4,SKX,56,2,4,Auto(AV),23,30,26,N,,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-08-10,
670,2012,Suzuki,Suzuki,SX4,SKX,55,2,4,Manual(M6),22,30,25,N,,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-08-20,
671,2012,Suzuki,Suzuki,SX4 AWD,SKX,52,2,4,Auto(AV),23,29,25,N,,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-08-10,
672,2012,Suzuki,Suzuki,SX4 AWD,SKX,51,2,4,Manual(M6),22,30,25,N,,Naturally Aspirated,M,Manual,6,N,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-08-10,
673,2012,Toyota,TOYOTA,COROLLA MATRIX,TYX,70,1.8,4,Auto(A4),25,32,28,N,,Naturally Aspirated,A,Automatic,4,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-12-08,
674,2012,Toyota,TOYOTA,COROLLA MATRIX,TYX,71,1.8,4,Manual(M5),26,32,29,N,,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-12-08,
675,2012,Toyota,TOYOTA,COROLLA MATRIX,TYX,72,2.4,4,Auto(A4),20,26,22,N,,Naturally Aspirated,A,Automatic,4,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-12-08,
676,2012,Toyota,TOYOTA,COROLLA MATRIX,TYX,74,2.4,4,Auto(S5),21,29,24,N,,Naturally Aspirated,SA,Semi-Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-12-08,
677,2012,Toyota,TOYOTA,COROLLA MATRIX,TYX,73,2.4,4,Manual(M5),21,28,24,N,,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-12-08,
678,2012,Volkswagen,Volkswagen,JETTA SPORTWAGEN,VWX,49,2,4,Auto(S6),29,39,33,N,TC,Turbocharged,SA,Semi-Automatic,6,N,N,F,"2-Wheel Drive, Front",DU,Diesel,Small Station Wagons,car,2011-06-01,N
679,2012,Volkswagen,Volkswagen,JETTA SPORTWAGEN,VWX,53,2,4,Manual(M6),30,42,34,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",DU,Diesel,Small Station Wagons,car,2011-06-03,N
680,2012,Volkswagen,Volkswagen,JETTA SPORTWAGEN,VWX,22,2.5,5,Auto(S6),24,31,26,N,,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-05-09,
681,2012,Volkswagen,Volkswagen,JETTA SPORTWAGEN,VWX,26,2.5,5,Manual(M5),23,33,26,N,,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Small Station Wagons,car,2011-05-04,
682,2012,Kia,KIA MOTORS CORPORATION,RONDO,KMX,7,2.4,4,Auto(A4),20,27,22,N,,Naturally Aspirated,A,Automatic,4,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Midsize Station Wagons,car,2011-04-01,
683,2012,Kia,KIA MOTORS CORPORATION,RONDO,KMX,8,2.7,6,Auto(A5),18,26,21,N,,Naturally Aspirated,A,Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Midsize Station Wagons,car,2011-04-01,
684,2012,Mercedes-Benz,Mercedes-Benz,E 350 4Matic (Wagon),MBX,316,3.5,6,Auto(A7),19,27,22,N,,Naturally Aspirated,A,Automatic,7,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Midsize Station Wagons,car,2011-10-05,
685,2012,Mercedes-Benz,Mercedes-Benz,E 63 AMG (station wagon),MBX,323,5.5,8,Auto(A7),15,23,18,N,TC,Turbocharged,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Midsize Station Wagons,car,2011-10-05,
686,2012,Toyota,TOYOTA,PRIUS v,TYX,6,1.8,4,Auto(AV),44,40,42,N,,Naturally Aspirated,CVT,Continuously Variable,1,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Midsize Station Wagons,car,2011-07-16,N
687,2012,General Motors,Chevrolet,COLORADO 2WD,GMX,527,2.9,4,Auto(A4),18,25,21,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-05,
688,2012,General Motors,Chevrolet,COLORADO 2WD,GMX,529,2.9,4,Manual(M5),18,25,21,N,,Naturally Aspirated,M,Manual,5,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-04,
689,2012,General Motors,Chevrolet,COLORADO 2WD,GMX,526,3.7,5,Auto(A4),17,23,19,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-06-03,
690,2012,General Motors,Chevrolet,COLORADO 2WD,GMX,528,5.3,8,Auto(A4),14,20,16,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-05,
691,2012,General Motors,Chevrolet,COLORADO CAB CHASSIS INC 2WD,GMX,540,3.7,5,Auto(A4),15,20,17,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-06-03,
692,2012,General Motors,Chevrolet,COLORADO CREW CAB 2WD,GMX,535,2.9,4,Auto(A4),18,25,21,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-05,
693,2012,General Motors,Chevrolet,COLORADO CREW CAB 2WD,GMX,537,2.9,4,Manual(M5),18,25,21,N,,Naturally Aspirated,M,Manual,5,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-04,
694,2012,General Motors,Chevrolet,COLORADO CREW CAB 2WD,GMX,534,3.7,5,Auto(A4),17,23,19,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-06-03,
695,2012,General Motors,Chevrolet,COLORADO CREW CAB 2WD,GMX,536,5.3,8,Auto(A4),14,20,16,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-05,
696,2012,General Motors,GMC,CANYON 2WD,GMX,578,2.9,4,Auto(A4),18,25,21,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-05,
697,2012,General Motors,GMC,CANYON 2WD,GMX,580,2.9,4,Manual(M5),18,25,21,N,,Naturally Aspirated,M,Manual,5,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-04,
698,2012,General Motors,GMC,CANYON 2WD,GMX,577,3.7,5,Auto(A4),17,23,19,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-06-03,
699,2012,General Motors,GMC,CANYON 2WD,GMX,579,5.3,8,Auto(A4),14,20,16,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-05,
700,2012,General Motors,GMC,CANYON CAB CHASSIS INC 2WD,GMX,585,3.7,5,Auto(A4),15,20,17,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-06-03,
701,2012,General Motors,GMC,CANYON CREW CAB 2WD,GMX,587,2.9,4,Auto(A4),18,25,21,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-05,
702,2012,General Motors,GMC,CANYON CREW CAB 2WD,GMX,589,2.9,4,Manual(M5),18,25,21,N,,Naturally Aspirated,M,Manual,5,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-04,
703,2012,General Motors,GMC,CANYON CREW CAB 2WD,GMX,586,3.7,5,Auto(A4),17,23,19,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-06-03,
704,2012,General Motors,GMC,CANYON CREW CAB 2WD,GMX,588,5.3,8,Auto(A4),14,20,16,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-05-05,
705,2012,Nissan,NISSAN,FRONTIER 2WD,NSX,83,2.5,4,Auto(A5),17,22,19,N,,Naturally Aspirated,A,Automatic,5,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,2,2011-09-07,
706,2012,Nissan,NISSAN,FRONTIER 2WD,NSX,84,2.5,4,Manual(M5),19,23,21,N,,Naturally Aspirated,M,Manual,5,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,2,2011-09-07,
707,2012,Nissan,NISSAN,FRONTIER 2WD,NSX,181,4,6,Auto(A5),15,20,17,N,,Naturally Aspirated,A,Automatic,5,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,2,2011-09-07,
708,2012,Nissan,NISSAN,FRONTIER 2WD,NSX,182,4,6,Manual(M6),16,20,17,N,,Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,2,2011-09-07,
709,2012,Nissan,SUZUKI,Equator 2WD,NSX,85,2.5,4,Auto(A5),17,22,19,N,,Naturally Aspirated,A,Automatic,5,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,2,2011-09-07,
710,2012,Nissan,SUZUKI,Equator 2WD,NSX,86,2.5,4,Manual(M5),19,23,21,N,,Naturally Aspirated,M,Manual,5,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,2,2011-09-07,
711,2012,Nissan,SUZUKI,Equator 2WD,NSX,481,4,6,Auto(A5),15,20,17,N,,Naturally Aspirated,A,Automatic,5,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,2,2011-09-07,
712,2012,Toyota,TOYOTA,TACOMA 2WD,TYX,39,2.7,4,Auto(A4),19,24,21,N,,Naturally Aspirated,A,Automatic,4,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Small Pick-up Trucks 2WD,1,2011-09-01,
