"","year","educ","meduc","feduc","age","kids","black","east","northcen","west","farm","othrural","town","smcity","y74","y76","y78","y80","y82","y84","agesq","y74educ","y76educ","y78educ","y80educ","y82educ","y84educ"
"478",76,16,20,16,35,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1225,0,16,0,0,0,0
"479",76,12,19,12,42,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1764,0,12,0,0,0,0
"480",76,12,8,12,35,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1225,0,12,0,0,0,0
"481",76,12,12,12,36,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1296,0,12,0,0,0,0
"482",78,12,9,9,50,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2500,0,0,12,0,0,0
"483",78,16,16,15,49,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2401,0,0,16,0,0,0
"484",78,18,12,14,52,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2704,0,0,18,0,0,0
"485",78,14,11,12,51,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2601,0,0,14,0,0,0
"486",78,11,3,3,40,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1600,0,0,11,0,0,0
"487",78,12,8,8,50,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2500,0,0,12,0,0,0
"488",78,12,12,12,52,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2704,0,0,12,0,0,0
"489",78,12,11,8,44,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1936,0,0,12,0,0,0
"490",78,12,5,7,53,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2809,0,0,12,0,0,0
"491",78,12,7,5,45,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2025,0,0,12,0,0,0
"492",78,15,9,9,42,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1764,0,0,15,0,0,0
"493",78,11,5,12,49,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2401,0,0,11,0,0,0
"494",78,12,8,6,42,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1764,0,0,12,0,0,0
"495",78,12,12,9,37,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1369,0,0,12,0,0,0
"496",78,13,13,8,38,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1444,0,0,13,0,0,0
"497",78,12,12,12,37,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1369,0,0,12,0,0,0
"498",78,12,11,11,52,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2704,0,0,12,0,0,0
"499",78,12,12,12,36,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1296,0,0,12,0,0,0
"500",78,12,8,12,46,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2116,0,0,12,0,0,0
"501",78,15,16,14,54,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2916,0,0,15,0,0,0
"502",78,16,20,8,48,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2304,0,0,16,0,0,0
"503",78,11,6,12,35,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1225,0,0,11,0,0,0
"504",78,17,13,12,38,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1444,0,0,17,0,0,0
"505",78,12,12,12,44,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1936,0,0,12,0,0,0
"506",78,12,8,12,44,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1936,0,0,12,0,0,0
"507",78,16,5,5,54,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2916,0,0,16,0,0,0
"508",78,10,10,0,43,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1849,0,0,10,0,0,0
"509",78,13,8,8,44,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1936,0,0,13,0,0,0
"510",78,14,4,11,46,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2116,0,0,14,0,0,0
"511",78,12,8,9,37,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1369,0,0,12,0,0,0
"512",78,18,12,15,43,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1849,0,0,18,0,0,0
"513",78,13,13,16,42,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1764,0,0,13,0,0,0
"514",78,17,8,16,43,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1849,0,0,17,0,0,0
"515",78,13,8,12,37,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1369,0,0,13,0,0,0
"516",78,12,8,8,46,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2116,0,0,12,0,0,0
"517",78,10,8,8,51,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2601,0,0,10,0,0,0
"518",78,7,7,3,47,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2209,0,0,7,0,0,0
"519",78,1,12,8,54,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2916,0,0,1,0,0,0
"520",78,12,9,9,48,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2304,0,0,12,0,0,0
"521",78,12,7,8,48,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2304,0,0,12,0,0,0
"522",78,12,2,7,40,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1600,0,0,12,0,0,0
"523",78,13,13,11,52,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2704,0,0,13,0,0,0
"524",78,12,6,8,41,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1681,0,0,12,0,0,0
"525",78,14,5,11,36,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1296,0,0,14,0,0,0
"526",78,13,2,2,38,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1444,0,0,13,0,0,0
"527",78,12,8,12,42,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1764,0,0,12,0,0,0
"528",78,8,7,9,38,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1444,0,0,8,0,0,0
"529",78,14,14,12,43,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1849,0,0,14,0,0,0
"530",78,15,10,10,37,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1369,0,0,15,0,0,0
"531",78,14,6,8,35,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1225,0,0,14,0,0,0
"532",78,12,9,7,54,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2916,0,0,12,0,0,0
"533",78,16,3,11,54,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2916,0,0,16,0,0,0
"534",78,13,10,8,50,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2500,0,0,13,0,0,0
"535",78,12,10,12,37,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1369,0,0,12,0,0,0
"536",78,16,8,6,44,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1936,0,0,16,0,0,0
"537",78,12,6,12,41,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1681,0,0,12,0,0,0
"538",78,12,12,10,35,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1225,0,0,12,0,0,0
"539",78,15,12,12,35,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1225,0,0,15,0,0,0
"540",78,13,9,12,36,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1296,0,0,13,0,0,0
"541",78,13,9,14,39,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1521,0,0,13,0,0,0
"542",78,12,11,9,46,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2116,0,0,12,0,0,0
"543",78,8,5,8,41,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1681,0,0,8,0,0,0
"544",78,16,8,14,38,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1444,0,0,16,0,0,0
"545",78,11,10,12,48,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2304,0,0,11,0,0,0
"546",78,12,8,8,38,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1444,0,0,12,0,0,0
"547",78,8,4,8,53,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2809,0,0,8,0,0,0
"548",78,16,15,12,44,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1936,0,0,16,0,0,0
"549",78,10,0,8,47,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2209,0,0,10,0,0,0
"550",78,12,14,11,41,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1681,0,0,12,0,0,0
"551",78,19,9,14,51,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2601,0,0,19,0,0,0
"552",78,12,12,16,42,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1764,0,0,12,0,0,0
"553",78,10,9,11,54,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2916,0,0,10,0,0,0
"554",78,11,9,8,39,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1521,0,0,11,0,0,0
"555",78,14,8,8,54,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2916,0,0,14,0,0,0
"556",78,11,8,8,47,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2209,0,0,11,0,0,0
"557",78,10,4,9,38,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1444,0,0,10,0,0,0
"558",78,12,8,10,51,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2601,0,0,12,0,0,0
"559",78,11,6,8,38,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1444,0,0,11,0,0,0
"560",78,12,5,6,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1296,0,0,12,0,0,0
"561",78,16,17,16,47,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2209,0,0,16,0,0,0
"562",78,12,6,11,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1764,0,0,12,0,0,0
"563",78,16,13,15,52,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2704,0,0,16,0,0,0
"564",78,12,12,12,35,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1225,0,0,12,0,0,0
"565",78,11,8,8,38,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1444,0,0,11,0,0,0
"566",78,14,8,12,49,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2401,0,0,14,0,0,0
"567",78,12,5,12,41,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1681,0,0,12,0,0,0
"568",78,12,12,12,53,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2809,0,0,12,0,0,0
"569",78,12,12,12,44,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1936,0,0,12,0,0,0
"570",78,12,8,0,44,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1936,0,0,12,0,0,0
"571",78,12,8,7,39,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1521,0,0,12,0,0,0
"572",78,10,4,10,39,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1521,0,0,10,0,0,0
"573",78,16,14,8,37,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1369,0,0,16,0,0,0
"574",78,12,3,8,37,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1369,0,0,12,0,0,0
"575",78,14,6,10,40,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1600,0,0,14,0,0,0
"576",78,12,8,11,49,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2401,0,0,12,0,0,0
"577",78,16,12,12,38,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1444,0,0,16,0,0,0
"578",78,9,12,8,41,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1681,0,0,9,0,0,0
"579",78,12,12,14,40,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1600,0,0,12,0,0,0
"580",78,12,16,14,36,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1296,0,0,12,0,0,0
"581",78,12,11,9,39,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1521,0,0,12,0,0,0
"582",78,18,9,14,35,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1225,0,0,18,0,0,0
"583",78,12,8,7,37,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1369,0,0,12,0,0,0
"584",78,12,8,8,37,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1369,0,0,12,0,0,0
"585",78,20,20,12,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1764,0,0,20,0,0,0
"586",78,12,10,10,54,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2916,0,0,12,0,0,0
"587",78,12,12,6,39,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1521,0,0,12,0,0,0
"588",78,8,8,0,38,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1444,0,0,8,0,0,0
"589",78,12,6,12,53,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2809,0,0,12,0,0,0
"590",78,12,11,15,39,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1521,0,0,12,0,0,0
"591",78,10,3,8,47,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2209,0,0,10,0,0,0
"592",78,12,12,12,35,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1225,0,0,12,0,0,0
"593",78,18,12,14,43,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1849,0,0,18,0,0,0
"594",78,12,16,8,49,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2401,0,0,12,0,0,0
"595",78,12,12,12,39,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1521,0,0,12,0,0,0
"596",78,15,15,14,35,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1225,0,0,15,0,0,0
"597",78,11,3,5,38,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1444,0,0,11,0,0,0
"598",78,12,6,3,41,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1681,0,0,12,0,0,0
"599",78,16,19,13,54,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2916,0,0,16,0,0,0
"600",78,12,8,12,49,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2401,0,0,12,0,0,0
"601",78,13,12,12,41,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1681,0,0,13,0,0,0
"602",78,12,12,9,49,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2401,0,0,12,0,0,0
"603",78,12,8,8,40,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1600,0,0,12,0,0,0
"604",78,10,6,5,52,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2704,0,0,10,0,0,0
"605",78,12,8,7,47,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2209,0,0,12,0,0,0
"606",78,12,6,12,40,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1600,0,0,12,0,0,0
"607",78,12,3,3,37,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1369,0,0,12,0,0,0
"608",78,14,8,8,51,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2601,0,0,14,0,0,0
"609",78,15,12,12,45,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2025,0,0,15,0,0,0
"610",78,12,2,9,47,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2209,0,0,12,0,0,0
"611",78,10,7,7,47,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2209,0,0,10,0,0,0
"612",78,14,5,8,45,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2025,0,0,14,0,0,0
"613",78,15,16,15,36,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1296,0,0,15,0,0,0
"614",78,16,12,12,50,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2500,0,0,16,0,0,0
"615",78,12,7,9,43,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1849,0,0,12,0,0,0
"616",78,12,5,11,40,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1600,0,0,12,0,0,0
"617",78,12,12,15,49,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2401,0,0,12,0,0,0
"618",78,12,10,8,36,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1296,0,0,12,0,0,0
"619",78,12,7,8,40,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1600,0,0,12,0,0,0
"620",78,17,8,7,51,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2601,0,0,17,0,0,0
"621",78,12,7,7,36,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1296,0,0,12,0,0,0
"622",78,9,7,11,35,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1225,0,0,9,0,0,0
"623",78,12,4,10,40,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1600,0,0,12,0,0,0
"624",78,12,8,11,38,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1444,0,0,12,0,0,0
"625",80,12,8,12,44,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1936,0,0,0,12,0,0
"626",80,16,16,16,46,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2116,0,0,0,16,0,0
"627",80,12,7,11,38,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1444,0,0,0,12,0,0
"628",80,12,8,12,44,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1936,0,0,0,12,0,0
"629",80,12,12,8,38,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1444,0,0,0,12,0,0
"630",80,9,9,9,37,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1369,0,0,0,9,0,0
"631",80,12,6,12,48,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2304,0,0,0,12,0,0
"632",80,12,12,12,36,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1296,0,0,0,12,0,0
"633",80,12,3,6,37,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1369,0,0,0,12,0,0
"634",80,16,8,12,41,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1681,0,0,0,16,0,0
"635",80,5,6,3,35,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1225,0,0,0,5,0,0
"636",80,12,10,8,42,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1764,0,0,0,12,0,0
"637",80,12,8,11,49,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2401,0,0,0,12,0,0
"638",80,20,10,15,50,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2500,0,0,0,20,0,0
"639",80,13,14,11,44,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1936,0,0,0,13,0,0
"640",80,12,5,8,47,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2209,0,0,0,12,0,0
"641",80,11,8,8,49,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2401,0,0,0,11,0,0
"642",80,8,0,6,39,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1521,0,0,0,8,0,0
"643",80,17,12,12,40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1600,0,0,0,17,0,0
"644",80,12,12,12,39,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1521,0,0,0,12,0,0
"645",80,12,5,11,38,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1444,0,0,0,12,0,0
"646",80,19,12,8,51,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2601,0,0,0,19,0,0
"647",80,16,7,7,45,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2025,0,0,0,16,0,0
"648",80,13,9,12,40,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1600,0,0,0,13,0,0
"649",80,12,12,6,35,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1225,0,0,0,12,0,0
"650",80,13,10,9,38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1444,0,0,0,13,0,0
"651",80,20,4,8,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1681,0,0,0,20,0,0
"652",80,18,13,12,51,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2601,0,0,0,18,0,0
"653",80,12,11,17,42,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1764,0,0,0,12,0,0
"654",80,12,5,5,47,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2209,0,0,0,12,0,0
"655",80,12,5,5,39,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1521,0,0,0,12,0,0
"656",80,9,4,6,52,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2704,0,0,0,9,0,0
"657",80,9,12,14,39,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1521,0,0,0,9,0,0
"658",80,13,11,11,49,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2401,0,0,0,13,0,0
"659",80,12,9,13,54,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2916,0,0,0,12,0,0
"660",80,8,4,4,50,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2500,0,0,0,8,0,0
"661",80,12,6,6,53,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2809,0,0,0,12,0,0
"662",80,13,19,12,38,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1444,0,0,0,13,0,0
"663",80,12,11,3,49,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2401,0,0,0,12,0,0
"664",80,13,16,12,45,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025,0,0,0,13,0,0
"665",80,18,12,13,49,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2401,0,0,0,18,0,0
"666",80,12,6,8,48,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2304,0,0,0,12,0,0
"667",80,12,12,16,39,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1521,0,0,0,12,0,0
"668",80,14,12,14,38,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1444,0,0,0,14,0,0
"669",80,15,6,6,54,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2916,0,0,0,15,0,0
"670",80,13,16,16,54,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2916,0,0,0,13,0,0
"671",80,12,4,9,35,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1225,0,0,0,12,0,0
"672",80,14,12,12,37,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1369,0,0,0,14,0,0
"673",80,13,8,12,46,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2116,0,0,0,13,0,0
"674",80,8,6,7,48,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2304,0,0,0,8,0,0
"675",80,13,8,8,49,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2401,0,0,0,13,0,0
"676",80,12,8,8,41,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1681,0,0,0,12,0,0
"677",80,12,11,10,36,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1296,0,0,0,12,0,0
"678",80,16,13,10,44,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1936,0,0,0,16,0,0
"679",80,13,8,8,37,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1369,0,0,0,13,0,0
"680",80,12,8,8,41,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1681,0,0,0,12,0,0
"681",80,12,8,8,53,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2809,0,0,0,12,0,0
"682",80,12,12,12,53,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2809,0,0,0,12,0,0
"683",80,12,8,8,40,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1600,0,0,0,12,0,0
"684",80,9,12,12,40,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1600,0,0,0,9,0,0
"685",80,14,12,8,45,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2025,0,0,0,14,0,0
"686",80,12,4,7,52,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2704,0,0,0,12,0,0
"687",80,12,12,9,42,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1764,0,0,0,12,0,0
"688",80,12,8,8,42,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1764,0,0,0,12,0,0
"689",80,12,8,8,41,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1681,0,0,0,12,0,0
"690",80,12,4,11,40,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1600,0,0,0,12,0,0
"691",80,10,8,8,49,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2401,0,0,0,10,0,0
"692",80,8,8,12,35,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1225,0,0,0,8,0,0
"693",80,12,12,12,36,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1296,0,0,0,12,0,0
"694",80,9,3,3,42,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1764,0,0,0,9,0,0
"695",80,16,14,14,44,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1936,0,0,0,16,0,0
"696",80,12,9,10,45,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2025,0,0,0,12,0,0
"697",80,11,6,8,53,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2809,0,0,0,11,0,0
"698",80,12,8,12,48,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2304,0,0,0,12,0,0
"699",80,12,5,8,43,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1849,0,0,0,12,0,0
"700",80,13,8,12,50,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2500,0,0,0,13,0,0
"701",80,12,6,6,54,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2916,0,0,0,12,0,0
"702",80,8,0,0,45,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2025,0,0,0,8,0,0
"703",80,5,0,3,36,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1296,0,0,0,5,0,0
"704",80,16,11,11,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1296,0,0,0,16,0,0
"705",80,12,8,8,36,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1296,0,0,0,12,0,0
"706",80,19,13,16,54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2916,0,0,0,19,0,0
"707",80,17,20,14,44,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1936,0,0,0,17,0,0
"708",80,16,18,14,50,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2500,0,0,0,16,0,0
"709",80,12,12,12,44,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1936,0,0,0,12,0,0
"710",80,20,16,16,35,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1225,0,0,0,20,0,0
"711",80,12,8,12,37,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1369,0,0,0,12,0,0
"712",80,16,15,12,47,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2209,0,0,0,16,0,0
"713",80,18,16,12,41,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1681,0,0,0,18,0,0
"714",80,16,12,13,50,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2500,0,0,0,16,0,0
"715",80,16,19,14,39,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1521,0,0,0,16,0,0
"716",80,10,8,8,51,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2601,0,0,0,10,0,0
