rownames,educ,cigpric,white,age,income,cigs,restaurn,lincome,agesq,lcigpric
662,12,61.229000091552734,1,54,20000,30,0,9.903487205505371,2916,4.114621162414551
663,12,60.946998596191406,1,65,20000,20,0,9.903487205505371,4225,4.110004425048828
664,8,60.9739990234375,1,55,6500,0,0,8.779557228088379,3025,4.110447406768799
665,12,61.000999450683594,1,29,30000,30,0,10.308952331542969,841,4.1108903884887695
666,12,61.8849983215332,0,19,5500,8,0,8.6125030517578125,361,4.125277996063232
667,16,60.7859992980957,1,27,12500,0,0,9.433484077453613,729,4.107359409332275
668,12,61.25600051879883,1,26,12500,35,0,9.433484077453613,676,4.1150617599487305
669,10,61.18899917602539,1,59,30000,20,0,10.308952331542969,3481,4.113967418670654
670,12,60.731998443603516,1,25,20000,0,0,9.903487205505371,625,4.106470584869385
671,16,61.04100036621094,1,78,12500,0,0,9.433484077453613,6084,4.111545562744141
672,6,60.82600021362305,1,69,6500,20,0,8.779557228088379,4761,4.108017444610596
673,10,61.215999603271484,1,58,20000,0,0,9.903487205505371,3364,4.114408493041992
674,15,51,1,24,12500,0,0,9.433484077453613,576,3.931825637817383
675,12,51,1,54,12500,0,0,9.433484077453613,2916,3.931825637817383
676,12,51,1,48,20000,0,0,9.903487205505371,2304,3.931825637817383
677,12,51.040000915527344,1,59,30000,30,0,10.308952331542969,3481,3.9326095581054688
678,10,51.040000915527344,1,38,20000,40,0,9.903487205505371,1444,3.9326095581054688
679,16,50.91899871826172,1,29,30000,0,0,10.308952331542969,841,3.9302361011505127
680,12,51.44300079345703,1,33,12500,50,0,9.433484077453613,1089,3.940474510192871
681,6,51,1,32,2500,0,0,7.8240461349487305,1024,3.931825637817383
682,18,57.981998443603516,1,36,30000,0,0,10.308952331542969,1296,4.0601325035095215
683,6,59.99599838256836,0,49,30000,20,0,10.308952331542969,2401,4.094277858734131
684,16,58.040000915527344,1,69,20000,0,0,9.903487205505371,4761,4.061132431030273
685,12,60.86800003051758,0,18,30000,20,0,10.308952331542969,324,4.108707427978516
686,18,57.981998443603516,1,72,20000,0,0,9.903487205505371,5184,4.0601325035095215
687,18,60.803001403808594,1,35,12500,40,0,9.433484077453613,1225,4.107639312744141
688,8,58.78799819946289,0,71,1500,0,0,7.313220500946045,5041,4.073937892913818
689,13.5,58.6150016784668,1,47,30000,0,0,10.308952331542969,2209,4.070990562438965
690,12,58.44200134277344,1,20,500,0,0,6.214608192443848,400,4.068034648895264
691,12,60.167999267578125,1,43,20000,0,0,9.903487205505371,1849,4.097140789031982
692,12,60.34700012207031,1,65,4500,0,0,8.411832809448242,4225,4.10011100769043
693,8,60.22600173950195,1,23,2500,10,0,7.8240461349487305,529,4.098104000091553
694,12,59.99599838256836,1,44,30000,40,0,10.308952331542969,1936,4.094277858734131
695,13.5,63.98899841308594,0,28,20000,0,0,9.903487205505371,784,4.158710956573486
696,18,64.23500061035156,1,67,20000,0,0,9.903487205505371,4489,4.162548065185547
697,13.5,62.858001708984375,1,32,12500,0,0,9.433484077453613,1024,4.140878200531006
698,8,63.51900100708008,1,37,20000,0,0,9.903487205505371,1369,4.151339054107666
699,13.5,63.928001403808594,1,32,12500,4,0,9.433484077453613,1024,4.15775728225708
700,6,63.57699966430664,1,57,20000,0,0,9.903487205505371,3249,4.152251720428467
701,10,63.14500045776367,1,55,20000,30,0,9.903487205505371,3025,4.1454339027404785
702,12,63.66299819946289,1,31,30000,0,0,10.308952331542969,961,4.153603553771973
703,12,63.0880012512207,1,57,30000,0,0,10.308952331542969,3249,4.144530773162842
704,13.5,63.74399948120117,0,54,30000,0,0,10.308952331542969,2916,4.1548752784729
705,16,63.98899841308594,0,24,20000,25,0,9.903487205505371,576,4.158710956573486
706,13.5,63.69200134277344,1,33,12500,0,0,9.433484077453613,1089,4.154058933258057
707,16,62.82899856567383,1,49,30000,0,0,10.308952331542969,2401,4.140416622161865
708,10,63.54800033569336,1,19,12500,0,0,9.433484077453613,361,4.151795387268066
709,16,62.56999969482422,1,50,8500,20,0,9.047821044921875,2500,4.136285781860352
710,18,62.82899856567383,1,58,30000,0,0,10.308952331542969,3364,4.140416622161865
711,10,62.972999572753906,1,65,20000,0,0,9.903487205505371,4225,4.142705917358398
712,10,64.23500061035156,1,18,8500,0,0,9.047821044921875,324,4.162548065185547
713,12,63.231998443603516,1,31,30000,20,0,10.308952331542969,961,4.146810531616211
714,12,62.82899856567383,1,34,20000,0,0,9.903487205505371,1156,4.140416622161865
715,12,63.4900016784668,1,55,30000,0,0,10.308952331542969,3025,4.150882244110107
716,16,63.2599983215332,1,28,12500,0,0,9.433484077453613,784,4.147253036499023
717,12,62.54100036621094,1,65,8500,20,0,9.047821044921875,4225,4.135822296142578
718,8,63.928001403808594,0,68,5500,15,0,8.6125030517578125,4624,4.15775728225708
719,13.5,62.82899856567383,1,29,30000,0,0,10.308952331542969,841,4.140416622161865
720,12,62.65599822998047,0,29,20000,10,0,9.903487205505371,841,4.137659549713135
721,12,62.858001708984375,1,61,8500,0,0,9.047821044921875,3721,4.140878200531006
722,16,63.375,1,45,30000,0,0,10.308952331542969,2025,4.149069309234619
723,15,63.31800079345703,1,66,20000,0,0,9.903487205505371,4356,4.14816951751709
724,12,63.54800033569336,1,18,30000,0,0,10.308952331542969,324,4.151795387268066
725,16,62.685001373291016,1,44,30000,40,0,10.308952331542969,1936,4.138122081756592
726,12,62.742000579833984,1,41,20000,0,0,9.903487205505371,1681,4.139030933380127
727,6,62.82899856567383,1,31,8500,0,0,9.047821044921875,961,4.140416622161865
728,12,63.57699966430664,1,61,4500,40,0,8.411832809448242,3721,4.152251720428467
729,10,63.231998443603516,1,29,20000,0,0,9.903487205505371,841,4.146810531616211
730,13.5,62.56999969482422,1,70,3500,12,0,8.160518646240234,4900,4.136285781860352
731,6,63.69200134277344,1,49,5500,20,0,8.6125030517578125,2401,4.154058933258057
732,16,62.88600158691406,0,35,20000,0,0,9.903487205505371,1225,4.141323566436768
733,12,63.202999114990234,1,28,20000,15,0,9.903487205505371,784,4.1463518142700195
734,12,63.54800033569336,0,30,20000,0,0,9.903487205505371,900,4.151795387268066
735,13.5,63.98899841308594,0,23,12500,0,0,9.433484077453613,529,4.158710956573486
736,12,62.770999908447266,1,35,20000,0,0,9.903487205505371,1225,4.139492988586426
737,12,63.2599983215332,1,24,8500,0,0,9.047821044921875,576,4.147253036499023
738,16,63.66299819946289,0,22,30000,0,0,10.308952331542969,484,4.153603553771973
739,10,63.66299819946289,1,49,30000,0,0,10.308952331542969,2401,4.153603553771973
740,12,63.231998443603516,1,38,30000,30,0,10.308952331542969,1444,4.146810531616211
741,12,56.17399978637695,0,22,30000,0,1,10.308952331542969,484,4.028453826904297
742,16,56.5099983215332,0,45,20000,0,1,9.903487205505371,2025,4.034417629241943
743,18,56.17399978637695,0,39,30000,0,1,10.308952331542969,1521,4.028453826904297
744,15,54.630001068115234,1,61,12500,0,1,9.433484077453613,3721,4.000583171844482
745,12,54.763999938964844,1,19,30000,0,1,10.308952331542969,361,4.00303316116333
746,18,56.17399978637695,1,36,20000,0,1,9.903487205505371,1296,4.028453826904297
747,10,54.763999938964844,1,21,30000,0,1,10.308952331542969,441,4.00303316116333
748,16,54.630001068115234,1,38,30000,0,1,10.308952331542969,1444,4.000583171844482
749,12,46.93199920654297,1,39,30000,0,0,10.308952331542969,1521,3.8486998081207275
750,18,47.03499984741211,1,29,20000,0,0,9.903487205505371,841,3.8508920669555664
751,13.5,48.79800033569336,1,44,30000,0,0,10.308952331542969,1936,3.8876893520355225
752,12,46.310001373291016,1,46,30000,10,0,10.308952331542969,2116,3.835357904434204
753,13.5,47.65700149536133,1,26,30000,0,0,10.308952331542969,676,3.8640296459198
754,13.5,48.07099914550781,1,30,20000,0,0,9.903487205505371,900,3.8726789951324463
755,12,47.34600067138672,1,47,20000,40,0,9.903487205505371,2209,3.857482433319092
756,6,48.54499816894531,1,64,20000,0,0,9.903487205505371,4096,3.882491111755371
757,12,47.500999450683594,1,18,20000,5,0,9.903487205505371,324,3.860750675201416
758,12,47.34600067138672,1,37,12500,20,0,9.433484077453613,1369,3.857482433319092
759,10,47.60499954223633,0,67,12500,0,0,9.433484077453613,4489,3.8629376888275146
760,10,47.8120002746582,1,29,20000,20,0,9.903487205505371,841,3.867276668548584
761,18,46.465999603271484,1,60,30000,5,0,10.308952331542969,3600,3.8387207984924316
762,12,46.7760009765625,1,39,20000,0,0,9.903487205505371,1521,3.845370292663574
763,13.5,46.310001373291016,1,59,20000,15,0,9.903487205505371,3481,3.835357904434204
764,6,46.518001556396484,1,75,1500,0,0,7.313220500946045,5625,3.839839458465576
765,12,48.54499816894531,1,19,30000,15,0,10.308952331542969,361,3.882491111755371
766,13.5,63.45000076293945,1,27,20000,6,0,9.903487205505371,729,4.150252342224121
767,13.5,62.22700119018555,1,62,20000,0,0,9.903487205505371,3844,4.130788803100586
768,12,63.112998962402344,1,63,30000,20,0,10.308952331542969,3969,4.14492654800415
769,12,63.40800094604492,1,60,30000,0,0,10.308952331542969,3600,4.149590015411377
770,12,62.86000061035156,1,46,30000,20,0,10.308952331542969,2116,4.1409101486206055
771,12,62.22700119018555,1,28,6500,0,0,8.779557228088379,784,4.130788803100586
772,13.5,62.22700119018555,1,20,20000,15,0,9.903487205505371,400,4.130788803100586
773,12,63.36600112915039,1,50,20000,0,0,9.903487205505371,2500,4.148927688598633
774,15,62.099998474121094,1,43,30000,0,0,10.308952331542969,1849,4.128746032714844
775,12,63.36600112915039,1,45,30000,55,0,10.308952331542969,2025,4.148927688598633
776,12,63.28200149536133,1,62,6500,0,0,8.779557228088379,3844,4.147601127624512
777,6,63.28200149536133,1,70,4500,12,0,8.411832809448242,4900,4.147601127624512
778,12,64.16100311279297,1,58,12500,0,0,9.433484077453613,3364,4.16139554977417
779,12,64.10700225830078,1,21,30000,0,0,10.308952331542969,441,4.160553455352783
780,13.5,63.02799987792969,1,27,1500,0,0,7.313220500946045,729,4.143579006195068
781,18,64.21399688720703,1,47,30000,0,0,10.308952331542969,2209,4.162221431732178
782,10,63.999000549316406,1,68,12500,0,0,9.433484077453613,4624,4.158867359161377
783,10,63.28200149536133,1,17,30000,2,0,10.308952331542969,289,4.147601127624512
784,16,62.22700119018555,1,35,20000,0,0,9.903487205505371,1225,4.130788803100586
785,12,62.691001892089844,1,37,30000,0,0,10.308952331542969,1369,4.138217926025391
786,16,63.8380012512207,1,30,20000,20,0,9.903487205505371,900,4.156348705291748
787,10,63.40800094604492,1,19,30000,0,0,10.308952331542969,361,4.149590015411377
788,12,63.49300003051758,1,54,12500,30,0,9.433484077453613,2916,4.1509294509887695
789,12,63.8380012512207,1,41,30000,10,0,10.308952331542969,1681,4.156348705291748
790,12,62.22700119018555,1,34,30000,0,0,10.308952331542969,1156,4.130788803100586
791,13.5,62.691001892089844,1,28,6500,20,0,8.779557228088379,784,4.138217926025391
792,13.5,62.185001373291016,1,26,20000,30,0,9.903487205505371,676,4.13011360168457
793,12,62.47999954223633,1,18,30000,0,0,10.308952331542969,324,4.1348466873168945
794,12,62.86800003051758,1,19,20000,0,0,9.903487205505371,361,4.141037464141846
795,6,61.250999450683594,1,29,20000,0,0,9.903487205505371,841,4.114980220794678
796,8,59.987998962402344,1,60,12500,15,0,9.433484077453613,3600,4.094144344329834
797,18,61.393001556396484,1,50,20000,0,0,9.903487205505371,2500,4.117295742034912
798,12,60.707000732421875,1,52,20000,40,0,9.903487205505371,2704,4.1060590744018555
799,15,61.250999450683594,1,22,30000,5,0,10.308952331542969,484,4.114980220794678
800,10,60.0359992980957,1,38,20000,40,0,9.903487205505371,1444,4.094944477081299
801,10,60.22700119018555,1,63,12500,0,0,9.433484077453613,3969,4.09812068939209
802,16,60.994998931884766,1,23,12500,0,0,9.433484077453613,529,4.1107916831970215
803,18,61.81800079345703,0,52,30000,20,0,10.308952331542969,2704,4.124194622039795
804,18,61.67599868774414,1,31,12500,0,0,9.433484077453613,961,4.121894836425781
805,16,60.707000732421875,1,30,20000,0,0,9.903487205505371,900,4.1060590744018555
806,10,59.987998962402344,1,18,20000,0,0,9.903487205505371,324,4.094144344329834
807,10,59.652000427246094,1,47,30000,20,0,10.308952331542969,2209,4.088527679443359
