rownames,gen,site,rep,rate,row,col,serp,linrow,lincol,linrate,yield,year,loc
534,Illyarrie,S06,R2,30,5,4,SE4,-0.9,0.5,-1.1694215,0.7348,92,Corrigin
535,Danja,S06,R2,70,6,4,SE1,-0.8,0.5,2.8305785,1.0806,92,Corrigin
536,Merrit,S06,R2,40,7,4,SE2,-0.7,0.5,-0.1694215,1.1255,92,Corrigin
537,Warrah,S06,R2,50,8,4,SE3,-0.6,0.5,0.8305785,1.2653,92,Corrigin
538,Merrit,S06,R2,70,9,4,SE4,-0.5,0.5,2.8305785,1.3751,92,Corrigin
539,Merrit,S06,R2,60,10,4,SE1,-0.4,0.5,1.8305785,1.4433,92,Corrigin
540,Yorrel,S06,R2,40,11,4,SE2,-0.3,0.5,-0.1694215,0.9438,92,Corrigin
541,Yandee,S06,R2,60,12,4,SE3,-0.2,0.5,1.8305785,1.2294,92,Corrigin
542,Yorrel,S06,R2,70,13,4,SE4,-0.1,0.5,2.8305785,1.3705,92,Corrigin
543,Unicrop,S06,R2,50,14,4,SE1,0,0.5,0.8305785,0.9388,92,Corrigin
544,Unicrop,S06,R2,70,15,4,SE2,0.1,0.5,2.8305785,0.8998,92,Corrigin
545,Unicrop,S06,R2,30,16,4,SE3,0.2,0.5,-1.1694215,0.9004,92,Corrigin
546,Danja,S06,R2,20,17,4,SE4,0.3,0.5,-2.1694215,0.8769,92,Corrigin
547,Yandee,S06,R2,50,18,4,SE1,0.4,0.5,0.8305785,1.3091,92,Corrigin
548,Myallie,S06,R2,20,19,4,SE2,0.5,0.5,-2.1694215,0.604,92,Corrigin
549,Danja,S06,R2,30,20,4,SE3,0.6,0.5,-1.1694215,1.0795,92,Corrigin
550,Warrah,S06,R2,70,21,4,SE4,0.7,0.5,2.8305785,0.9466,92,Corrigin
551,Myallie,S06,R2,70,22,4,SE1,0.8,0.5,2.8305785,1.1385,92,Corrigin
552,Yandee,S06,R2,30,23,4,SE2,0.9,0.5,-1.1694215,0.7654,92,Corrigin
553,Illyarrie,S06,R2,50,24,4,SE3,1,0.5,0.8305785,1.0664,92,Corrigin
554,Illyarrie,S06,R2,40,25,4,SE4,1.1,0.5,-0.1694215,0.9174,92,Corrigin
555,Myallie,S06,R2,60,26,4,SE1,1.2,0.5,1.8305785,0.8798,92,Corrigin
556,Merrit,S06,R2,30,27,4,SE2,1.3,0.5,-1.1694215,0.8383,92,Corrigin
557,Merrit,S06,R3,40,1,5,SE4,-1.3,1.5,-0.1694215,0.7588,92,Corrigin
558,Yorrel,S06,R3,40,2,5,SE1,-1.2,1.5,-0.1694215,0.8821,92,Corrigin
559,Warrah,S06,R3,50,3,5,SE2,-1.1,1.5,0.8305785,0.8105,92,Corrigin
560,Myallie,S06,R3,50,4,5,SE3,-1,1.5,0.8305785,1.0113,92,Corrigin
561,Gungurru,S06,R3,20,5,5,SE4,-0.9,1.5,-2.1694215,0.6865,92,Corrigin
562,Danja,S06,R3,30,6,5,SE1,-0.8,1.5,-1.1694215,0.9486,92,Corrigin
563,Yandee,S06,R3,60,7,5,SE2,-0.7,1.5,1.8305785,0.8356,92,Corrigin
564,Merrit,S06,R3,60,8,5,SE3,-0.6,1.5,1.8305785,1.4111,92,Corrigin
565,Yandee,S06,R3,50,9,5,SE4,-0.5,1.5,0.8305785,0.862,92,Corrigin
566,Unicrop,S06,R3,70,10,5,SE1,-0.4,1.5,2.8305785,0.8895,92,Corrigin
567,Danja,S06,R3,70,11,5,SE2,-0.3,1.5,2.8305785,1.1079,92,Corrigin
568,Danja,S06,R3,20,12,5,SE3,-0.2,1.5,-2.1694215,0.7656,92,Corrigin
569,Gungurru,S06,R3,70,13,5,SE4,-0.1,1.5,2.8305785,1.2733,92,Corrigin
570,Yorrel,S06,R3,50,14,5,SE1,0,1.5,0.8305785,0.9144,92,Corrigin
571,Gungurru,S06,R3,40,15,5,SE2,0.1,1.5,-0.1694215,0.9453,92,Corrigin
572,Myallie,S06,R3,60,16,5,SE3,0.2,1.5,1.8305785,1.1413,92,Corrigin
573,Illyarrie,S06,R3,40,17,5,SE4,0.3,1.5,-0.1694215,1.0783,92,Corrigin
574,Unicrop,S06,R3,40,18,5,SE1,0.4,1.5,-0.1694215,1.1969,92,Corrigin
575,Yandee,S06,R3,20,19,5,SE2,0.5,1.5,-2.1694215,1.0315,92,Corrigin
576,Danja,S06,R3,40,20,5,SE3,0.6,1.5,-0.1694215,1.4005,92,Corrigin
577,Unicrop,S06,R3,60,21,5,SE4,0.7,1.5,1.8305785,1.0055,92,Corrigin
578,Myallie,S06,R3,30,22,5,SE1,0.8,1.5,-1.1694215,0.5933,92,Corrigin
579,Warrah,S06,R3,40,23,5,SE2,0.9,1.5,-0.1694215,0.7476,92,Corrigin
580,Yandee,S06,R3,40,24,5,SE3,1,1.5,-0.1694215,0.9609,92,Corrigin
581,Gungurru,S06,R3,50,25,5,SE4,1.1,1.5,0.8305785,1.2795,92,Corrigin
582,Myallie,S06,R3,40,26,5,SE1,1.2,1.5,-0.1694215,0.7209,92,Corrigin
583,Danja,S06,R3,50,27,5,SE2,1.3,1.5,0.8305785,0.9781,92,Corrigin
584,Merrit,S06,R3,50,1,6,SE4,-1.3,2.5,0.8305785,1.0808,92,Corrigin
585,Yorrel,S06,R3,70,2,6,SE1,-1.2,2.5,2.8305785,0.7816,92,Corrigin
586,Merrit,S06,R3,70,3,6,SE2,-1.1,2.5,2.8305785,1.0038,92,Corrigin
587,Illyarrie,S06,R3,70,4,6,SE3,-1,2.5,2.8305785,0.9673,92,Corrigin
588,Unicrop,S06,R3,20,5,6,SE4,-0.9,2.5,-2.1694215,0.5373,92,Corrigin
589,Illyarrie,S06,R3,20,6,6,SE1,-0.8,2.5,-2.1694215,0.7215,92,Corrigin
590,Warrah,S06,R3,70,7,6,SE2,-0.7,2.5,2.8305785,0.9009,92,Corrigin
591,Yorrel,S06,R3,20,8,6,SE3,-0.6,2.5,-2.1694215,0.7179,92,Corrigin
592,Yandee,S06,R3,30,9,6,SE4,-0.5,2.5,-1.1694215,0.9496,92,Corrigin
593,Warrah,S06,R3,20,10,6,SE1,-0.4,2.5,-2.1694215,0.4294,92,Corrigin
594,Unicrop,S06,R3,30,11,6,SE2,-0.3,2.5,-1.1694215,0.7094,92,Corrigin
595,Myallie,S06,R3,20,12,6,SE3,-0.2,2.5,-2.1694215,0.5476,92,Corrigin
596,Unicrop,S06,R3,50,13,6,SE4,-0.1,2.5,0.8305785,0.8373,92,Corrigin
597,Yorrel,S06,R3,60,14,6,SE1,0,2.5,1.8305785,0.8789,92,Corrigin
598,Yorrel,S06,R3,30,15,6,SE2,0.1,2.5,-1.1694215,0.783,92,Corrigin
599,Illyarrie,S06,R3,60,16,6,SE3,0.2,2.5,1.8305785,1.254,92,Corrigin
600,Merrit,S06,R3,30,17,6,SE4,0.3,2.5,-1.1694215,0.9529,92,Corrigin
601,Gungurru,S06,R3,30,18,6,SE1,0.4,2.5,-1.1694215,0.8764,92,Corrigin
602,Warrah,S06,R3,60,19,6,SE2,0.5,2.5,1.8305785,0.9501,92,Corrigin
603,Warrah,S06,R3,30,20,6,SE3,0.6,2.5,-1.1694215,0.6624,92,Corrigin
604,Illyarrie,S06,R3,50,21,6,SE4,0.7,2.5,0.8305785,0.9386,92,Corrigin
605,Danja,S06,R3,60,22,6,SE1,0.8,2.5,1.8305785,0.652,92,Corrigin
606,Yandee,S06,R3,70,23,6,SE2,0.9,2.5,2.8305785,0.7658,92,Corrigin
607,Gungurru,S06,R3,60,24,6,SE3,1,2.5,1.8305785,1.2233,92,Corrigin
608,Illyarrie,S06,R3,30,25,6,SE4,1.1,2.5,-1.1694215,1.05,92,Corrigin
609,Merrit,S06,R3,20,26,6,SE1,1.2,2.5,-2.1694215,0.5953,92,Corrigin
610,Myallie,S06,R3,70,27,6,SE2,1.3,2.5,2.8305785,1.1163,92,Corrigin
611,Danja,S07,R1,70,1,1,SE4,-1.3,-2.5,2.8305785,1.4456,92,EastChapman
612,Danja,S07,R1,30,2,1,SE1,-1.2,-2.5,-1.1694215,0.7315,92,EastChapman
613,Gungurru,S07,R1,50,3,1,SE2,-1.1,-2.5,0.8305785,1.1264,92,EastChapman
614,Warrah,S07,R1,60,4,1,SE3,-1,-2.5,1.8305785,0.6218,92,EastChapman
615,Illyarrie,S07,R1,60,5,1,SE4,-0.9,-2.5,1.8305785,1.0651,92,EastChapman
616,Illyarrie,S07,R1,20,6,1,SE1,-0.8,-2.5,-2.1694215,0.4654,92,EastChapman
617,Yandee,S07,R1,50,7,1,SE2,-0.7,-2.5,0.8305785,0.8889,92,EastChapman
618,Merrit,S07,R1,40,8,1,SE3,-0.6,-2.5,-0.1694215,0.6595,92,EastChapman
619,Illyarrie,S07,R1,40,9,1,SE4,-0.5,-2.5,-0.1694215,0.4234,92,EastChapman
620,Myallie,S07,R1,20,10,1,SE1,-0.4,-2.5,-2.1694215,0.1825,92,EastChapman
621,Myallie,S07,R1,40,11,1,SE2,-0.3,-2.5,-0.1694215,0.3298,92,EastChapman
622,Gungurru,S07,R1,70,12,1,SE3,-0.2,-2.5,2.8305785,0.4364,92,EastChapman
623,Merrit,S07,R1,60,13,1,SE4,-0.1,-2.5,1.8305785,0.5988,92,EastChapman
624,Myallie,S07,R1,70,14,1,SE1,0,-2.5,2.8305785,0.3691,92,EastChapman
625,Warrah,S07,R1,40,15,1,SE2,0.1,-2.5,-0.1694215,0.2385,92,EastChapman
626,Gungurru,S07,R1,20,16,1,SE3,0.2,-2.5,-2.1694215,0.1606,92,EastChapman
627,Danja,S07,R1,20,17,1,SE4,0.3,-2.5,-2.1694215,0.2594,92,EastChapman
628,Unicrop,S07,R1,60,18,1,SE1,0.4,-2.5,1.8305785,0.2291,92,EastChapman
629,Yorrel,S07,R1,40,19,1,SE2,0.5,-2.5,-0.1694215,0.4101,92,EastChapman
630,Unicrop,S07,R1,70,20,1,SE3,0.6,-2.5,2.8305785,0.115,92,EastChapman
631,Yandee,S07,R1,60,21,1,SE4,0.7,-2.5,1.8305785,0.4059,92,EastChapman
632,Merrit,S07,R1,50,22,1,SE1,0.8,-2.5,0.8305785,0.677,92,EastChapman
633,Danja,S07,R1,50,23,1,SE2,0.9,-2.5,0.8305785,0.4545,92,EastChapman
634,Yandee,S07,R1,70,24,1,SE3,1,-2.5,2.8305785,0.1416,92,EastChapman
635,Gungurru,S07,R1,60,25,1,SE4,1.1,-2.5,1.8305785,0.5998,92,EastChapman
636,Yorrel,S07,R1,20,26,1,SE1,1.2,-2.5,-2.1694215,0.096,92,EastChapman
637,Warrah,S07,R1,20,27,1,SE2,1.3,-2.5,-2.1694215,0.1118,92,EastChapman
638,Unicrop,S07,R1,20,1,2,SE4,-1.3,-1.5,-2.1694215,0.2269,92,EastChapman
639,Merrit,S07,R1,70,2,2,SE1,-1.2,-1.5,2.8305785,0.8028,92,EastChapman
640,Danja,S07,R1,60,3,2,SE2,-1.1,-1.5,1.8305785,0.4826,92,EastChapman
641,Yandee,S07,R1,30,4,2,SE3,-1,-1.5,-1.1694215,0.346,92,EastChapman
642,Yandee,S07,R1,20,5,2,SE4,-0.9,-1.5,-2.1694215,0.409,92,EastChapman
643,Gungurru,S07,R1,40,6,2,SE1,-0.8,-1.5,-0.1694215,0.6149,92,EastChapman
644,Yorrel,S07,R1,30,7,2,SE2,-0.7,-1.5,-1.1694215,0.5316,92,EastChapman
645,Yandee,S07,R1,40,8,2,SE3,-0.6,-1.5,-0.1694215,0.2441,92,EastChapman
646,Illyarrie,S07,R1,50,9,2,SE4,-0.5,-1.5,0.8305785,0.4498,92,EastChapman
647,Warrah,S07,R1,50,10,2,SE1,-0.4,-1.5,0.8305785,0.2576,92,EastChapman
648,Myallie,S07,R1,30,11,2,SE2,-0.3,-1.5,-1.1694215,0.2641,92,EastChapman
649,Merrit,S07,R1,20,12,2,SE3,-0.2,-1.5,-2.1694215,0.1569,92,EastChapman
650,Unicrop,S07,R1,30,13,2,SE4,-0.1,-1.5,-1.1694215,0.2199,92,EastChapman
651,Merrit,S07,R1,30,14,2,SE1,0,-1.5,-1.1694215,0.3983,92,EastChapman
652,Illyarrie,S07,R1,30,15,2,SE2,0.1,-1.5,-1.1694215,0.316,92,EastChapman
653,Gungurru,S07,R1,30,16,2,SE3,0.2,-1.5,-1.1694215,0.335,92,EastChapman
654,Illyarrie,S07,R1,70,17,2,SE4,0.3,-1.5,2.8305785,0.4528,92,EastChapman
655,Myallie,S07,R1,50,18,2,SE1,0.4,-1.5,0.8305785,0.2838,92,EastChapman
656,Warrah,S07,R1,70,19,2,SE2,0.5,-1.5,2.8305785,0.4614,92,EastChapman
657,Yorrel,S07,R1,60,20,2,SE3,0.6,-1.5,1.8305785,0.6254,92,EastChapman
658,Warrah,S07,R1,30,21,2,SE4,0.7,-1.5,-1.1694215,0.5855,92,EastChapman
659,Yorrel,S07,R1,50,22,2,SE1,0.8,-1.5,0.8305785,,92,EastChapman
660,Unicrop,S07,R1,40,23,2,SE2,0.9,-1.5,-0.1694215,,92,EastChapman
661,Myallie,S07,R1,60,24,2,SE3,1,-1.5,1.8305785,,92,EastChapman
662,Unicrop,S07,R1,50,25,2,SE4,1.1,-1.5,0.8305785,0.2219,92,EastChapman
663,Yorrel,S07,R1,70,26,2,SE1,1.2,-1.5,2.8305785,0.2285,92,EastChapman
664,Danja,S07,R1,40,27,2,SE2,1.3,-1.5,-0.1694215,0.4095,92,EastChapman
665,Warrah,S07,R2,40,1,3,SE4,-1.3,-0.5,-0.1694215,0.3361,92,EastChapman
666,Warrah,S07,R2,60,2,3,SE1,-1.2,-0.5,1.8305785,0.205,92,EastChapman
667,Yandee,S07,R2,20,3,3,SE2,-1.1,-0.5,-2.1694215,0.2314,92,EastChapman
668,Gungurru,S07,R2,50,4,3,SE3,-1,-0.5,0.8305785,0.506,92,EastChapman
669,Danja,S07,R2,40,5,3,SE4,-0.9,-0.5,-0.1694215,0.4509,92,EastChapman
670,Gungurru,S07,R2,60,6,3,SE1,-0.8,-0.5,1.8305785,0.566,92,EastChapman
671,Yandee,S07,R2,70,7,3,SE2,-0.7,-0.5,2.8305785,0.4105,92,EastChapman
672,Danja,S07,R2,50,8,3,SE3,-0.6,-0.5,0.8305785,0.3574,92,EastChapman
673,Gungurru,S07,R2,30,9,3,SE4,-0.5,-0.5,-1.1694215,0.2284,92,EastChapman
674,Unicrop,S07,R2,60,10,3,SE1,-0.4,-0.5,1.8305785,0.1558,92,EastChapman
675,Warrah,S07,R2,30,11,3,SE2,-0.3,-0.5,-1.1694215,0.2135,92,EastChapman
676,Unicrop,S07,R2,40,12,3,SE3,-0.2,-0.5,-0.1694215,0.1463,92,EastChapman
677,Illyarrie,S07,R2,70,13,3,SE4,-0.1,-0.5,2.8305785,0.3875,92,EastChapman
678,Merrit,S07,R2,20,14,3,SE1,0,-0.5,-2.1694215,0.2495,92,EastChapman
679,Yorrel,S07,R2,20,15,3,SE2,0.1,-0.5,-2.1694215,0.3541,92,EastChapman
680,Myallie,S07,R2,40,16,3,SE3,0.2,-0.5,-0.1694215,0.1754,92,EastChapman
681,Myallie,S07,R2,30,17,3,SE4,0.3,-0.5,-1.1694215,0.2473,92,EastChapman
682,Gungurru,S07,R2,20,18,3,SE1,0.4,-0.5,-2.1694215,0.1403,92,EastChapman
683,Unicrop,S07,R2,20,19,3,SE2,0.5,-0.5,-2.1694215,0.1564,92,EastChapman
684,Myallie,S07,R2,50,20,3,SE3,0.6,-0.5,0.8305785,0.192,92,EastChapman
685,Warrah,S07,R2,20,21,3,SE4,0.7,-0.5,-2.1694215,0.1299,92,EastChapman
686,Gungurru,S07,R2,40,22,3,SE1,0.8,-0.5,-0.1694215,0.3823,92,EastChapman
687,Danja,S07,R2,60,23,3,SE2,0.9,-0.5,1.8305785,0.632,92,EastChapman
688,Gungurru,S07,R2,70,24,3,SE3,1,-0.5,2.8305785,0.3678,92,EastChapman
689,Yorrel,S07,R2,60,25,3,SE4,1.1,-0.5,1.8305785,0.8206,92,EastChapman
690,Illyarrie,S07,R2,20,26,3,SE1,1.2,-0.5,-2.1694215,0.4006,92,EastChapman
691,Illyarrie,S07,R2,60,27,3,SE2,1.3,-0.5,1.8305785,0.405,92,EastChapman
692,Merrit,S07,R2,50,1,4,SE4,-1.3,0.5,0.8305785,0.3408,92,EastChapman
693,Yorrel,S07,R2,50,2,4,SE1,-1.2,0.5,0.8305785,0.1445,92,EastChapman
694,Yorrel,S07,R2,30,3,4,SE2,-1.1,0.5,-1.1694215,0.1836,92,EastChapman
695,Yandee,S07,R2,40,4,4,SE3,-1,0.5,-0.1694215,0.1768,92,EastChapman
696,Illyarrie,S07,R2,30,5,4,SE4,-0.9,0.5,-1.1694215,0.2548,92,EastChapman
697,Danja,S07,R2,70,6,4,SE1,-0.8,0.5,2.8305785,0.6696,92,EastChapman
698,Merrit,S07,R2,40,7,4,SE2,-0.7,0.5,-0.1694215,0.5028,92,EastChapman
699,Warrah,S07,R2,50,8,4,SE3,-0.6,0.5,0.8305785,0.4999,92,EastChapman
700,Merrit,S07,R2,70,9,4,SE4,-0.5,0.5,2.8305785,1.0155,92,EastChapman
701,Merrit,S07,R2,60,10,4,SE1,-0.4,0.5,1.8305785,0.8821,92,EastChapman
702,Yorrel,S07,R2,40,11,4,SE2,-0.3,0.5,-0.1694215,0.6128,92,EastChapman
703,Yandee,S07,R2,60,12,4,SE3,-0.2,0.5,1.8305785,0.5505,92,EastChapman
704,Yorrel,S07,R2,70,13,4,SE4,-0.1,0.5,2.8305785,0.4419,92,EastChapman
705,Unicrop,S07,R2,50,14,4,SE1,0,0.5,0.8305785,0.3084,92,EastChapman
706,Unicrop,S07,R2,70,15,4,SE2,0.1,0.5,2.8305785,0.486,92,EastChapman
707,Unicrop,S07,R2,30,16,4,SE3,0.2,0.5,-1.1694215,0.3038,92,EastChapman
708,Danja,S07,R2,20,17,4,SE4,0.3,0.5,-2.1694215,0.4975,92,EastChapman
709,Yandee,S07,R2,50,18,4,SE1,0.4,0.5,0.8305785,0.2808,92,EastChapman
710,Myallie,S07,R2,20,19,4,SE2,0.5,0.5,-2.1694215,0.271,92,EastChapman
711,Danja,S07,R2,30,20,4,SE3,0.6,0.5,-1.1694215,0.3703,92,EastChapman
712,Warrah,S07,R2,70,21,4,SE4,0.7,0.5,2.8305785,0.6293,92,EastChapman
713,Myallie,S07,R2,70,22,4,SE1,0.8,0.5,2.8305785,0.6524,92,EastChapman
714,Yandee,S07,R2,30,23,4,SE2,0.9,0.5,-1.1694215,0.3685,92,EastChapman
715,Illyarrie,S07,R2,50,24,4,SE3,1,0.5,0.8305785,0.2398,92,EastChapman
716,Illyarrie,S07,R2,40,25,4,SE4,1.1,0.5,-0.1694215,0.3074,92,EastChapman
717,Myallie,S07,R2,60,26,4,SE1,1.2,0.5,1.8305785,0.337,92,EastChapman
718,Merrit,S07,R2,30,27,4,SE2,1.3,0.5,-1.1694215,0.272,92,EastChapman
719,Merrit,S07,R3,40,1,5,SE4,-1.3,1.5,-0.1694215,0.523,92,EastChapman
720,Yorrel,S07,R3,40,2,5,SE1,-1.2,1.5,-0.1694215,0.3395,92,EastChapman
721,Warrah,S07,R3,50,3,5,SE2,-1.1,1.5,0.8305785,0.3221,92,EastChapman
722,Myallie,S07,R3,50,4,5,SE3,-1,1.5,0.8305785,0.5881,92,EastChapman
723,Gungurru,S07,R3,20,5,5,SE4,-0.9,1.5,-2.1694215,0.3328,92,EastChapman
724,Danja,S07,R3,30,6,5,SE1,-0.8,1.5,-1.1694215,0.7189,92,EastChapman
725,Yandee,S07,R3,60,7,5,SE2,-0.7,1.5,1.8305785,0.9505,92,EastChapman
726,Merrit,S07,R3,60,8,5,SE3,-0.6,1.5,1.8305785,0.6689,92,EastChapman
727,Yandee,S07,R3,50,9,5,SE4,-0.5,1.5,0.8305785,0.6676,92,EastChapman
728,Unicrop,S07,R3,70,10,5,SE1,-0.4,1.5,2.8305785,0.4776,92,EastChapman
729,Danja,S07,R3,70,11,5,SE2,-0.3,1.5,2.8305785,1.0091,92,EastChapman
730,Danja,S07,R3,20,12,5,SE3,-0.2,1.5,-2.1694215,0.3614,92,EastChapman
731,Gungurru,S07,R3,70,13,5,SE4,-0.1,1.5,2.8305785,0.8156,92,EastChapman
732,Yorrel,S07,R3,50,14,5,SE1,0,1.5,0.8305785,0.431,92,EastChapman
733,Gungurru,S07,R3,40,15,5,SE2,0.1,1.5,-0.1694215,0.5594,92,EastChapman
734,Myallie,S07,R3,60,16,5,SE3,0.2,1.5,1.8305785,1.1134,92,EastChapman
735,Illyarrie,S07,R3,40,17,5,SE4,0.3,1.5,-0.1694215,0.8086,92,EastChapman
736,Unicrop,S07,R3,40,18,5,SE1,0.4,1.5,-0.1694215,0.4311,92,EastChapman
737,Yandee,S07,R3,20,19,5,SE2,0.5,1.5,-2.1694215,0.5038,92,EastChapman
738,Danja,S07,R3,40,20,5,SE3,0.6,1.5,-0.1694215,0.6618,92,EastChapman
739,Unicrop,S07,R3,60,21,5,SE4,0.7,1.5,1.8305785,0.5228,92,EastChapman
740,Myallie,S07,R3,30,22,5,SE1,0.8,1.5,-1.1694215,0.7018,92,EastChapman
741,Warrah,S07,R3,40,23,5,SE2,0.9,1.5,-0.1694215,0.3304,92,EastChapman
742,Yandee,S07,R3,40,24,5,SE3,1,1.5,-0.1694215,0.2863,92,EastChapman
743,Gungurru,S07,R3,50,25,5,SE4,1.1,1.5,0.8305785,0.6196,92,EastChapman
744,Myallie,S07,R3,40,26,5,SE1,1.2,1.5,-0.1694215,0.7793,92,EastChapman
745,Danja,S07,R3,50,27,5,SE2,1.3,1.5,0.8305785,0.5014,92,EastChapman
746,Merrit,S07,R3,50,1,6,SE4,-1.3,2.5,0.8305785,0.8505,92,EastChapman
747,Yorrel,S07,R3,70,2,6,SE1,-1.2,2.5,2.8305785,0.6045,92,EastChapman
748,Merrit,S07,R3,70,3,6,SE2,-1.1,2.5,2.8305785,0.6279,92,EastChapman
749,Illyarrie,S07,R3,70,4,6,SE3,-1,2.5,2.8305785,0.7349,92,EastChapman
750,Unicrop,S07,R3,20,5,6,SE4,-0.9,2.5,-2.1694215,0.3648,92,EastChapman
751,Illyarrie,S07,R3,20,6,6,SE1,-0.8,2.5,-2.1694215,0.4806,92,EastChapman
752,Warrah,S07,R3,70,7,6,SE2,-0.7,2.5,2.8305785,0.6631,92,EastChapman
753,Yorrel,S07,R3,20,8,6,SE3,-0.6,2.5,-2.1694215,0.569,92,EastChapman
754,Yandee,S07,R3,30,9,6,SE4,-0.5,2.5,-1.1694215,0.7468,92,EastChapman
755,Warrah,S07,R3,20,10,6,SE1,-0.4,2.5,-2.1694215,0.1598,92,EastChapman
756,Unicrop,S07,R3,30,11,6,SE2,-0.3,2.5,-1.1694215,0.1976,92,EastChapman
757,Myallie,S07,R3,20,12,6,SE3,-0.2,2.5,-2.1694215,0.2086,92,EastChapman
758,Unicrop,S07,R3,50,13,6,SE4,-0.1,2.5,0.8305785,0.3059,92,EastChapman
759,Yorrel,S07,R3,60,14,6,SE1,0,2.5,1.8305785,0.4734,92,EastChapman
760,Yorrel,S07,R3,30,15,6,SE2,0.1,2.5,-1.1694215,0.6493,92,EastChapman
761,Illyarrie,S07,R3,60,16,6,SE3,0.2,2.5,1.8305785,0.6681,92,EastChapman
762,Merrit,S07,R3,30,17,6,SE4,0.3,2.5,-1.1694215,0.816,92,EastChapman
763,Gungurru,S07,R3,30,18,6,SE1,0.4,2.5,-1.1694215,0.4096,92,EastChapman
764,Warrah,S07,R3,60,19,6,SE2,0.5,2.5,1.8305785,0.6968,92,EastChapman
765,Warrah,S07,R3,30,20,6,SE3,0.6,2.5,-1.1694215,0.3071,92,EastChapman
766,Illyarrie,S07,R3,50,21,6,SE4,0.7,2.5,0.8305785,0.8634,92,EastChapman
767,Danja,S07,R3,60,22,6,SE1,0.8,2.5,1.8305785,0.6011,92,EastChapman
768,Yandee,S07,R3,70,23,6,SE2,0.9,2.5,2.8305785,0.5241,92,EastChapman
769,Gungurru,S07,R3,60,24,6,SE3,1,2.5,1.8305785,0.3433,92,EastChapman
770,Illyarrie,S07,R3,30,25,6,SE4,1.1,2.5,-1.1694215,0.4723,92,EastChapman
771,Merrit,S07,R3,20,26,6,SE1,1.2,2.5,-2.1694215,0.3649,92,EastChapman
772,Myallie,S07,R3,70,27,6,SE2,1.3,2.5,2.8305785,0.4159,92,EastChapman
773,Danja,S08,R1,70,1,1,SE4,-1.3,-2.5,2.8305785,1.2213,92,MtBarker
774,Danja,S08,R1,30,2,1,SE1,-1.2,-2.5,-1.1694215,0.9266,92,MtBarker
775,Gungurru,S08,R1,50,3,1,SE2,-1.1,-2.5,0.8305785,1.4095,92,MtBarker
776,Warrah,S08,R1,60,4,1,SE3,-1,-2.5,1.8305785,1.548,92,MtBarker
777,Illyarrie,S08,R1,60,5,1,SE4,-0.9,-2.5,1.8305785,1.033,92,MtBarker
778,Illyarrie,S08,R1,20,6,1,SE1,-0.8,-2.5,-2.1694215,0.3819,92,MtBarker
779,Yandee,S08,R1,50,7,1,SE2,-0.7,-2.5,0.8305785,1.1846,92,MtBarker
780,Merrit,S08,R1,40,8,1,SE3,-0.6,-2.5,-0.1694215,1.0388,92,MtBarker
781,Illyarrie,S08,R1,40,9,1,SE4,-0.5,-2.5,-0.1694215,1.0563,92,MtBarker
782,Myallie,S08,R1,20,10,1,SE1,-0.4,-2.5,-2.1694215,0.9571,92,MtBarker
783,Myallie,S08,R1,40,11,1,SE2,-0.3,-2.5,-0.1694215,1.4948,92,MtBarker
784,Gungurru,S08,R1,70,12,1,SE3,-0.2,-2.5,2.8305785,1.4979,92,MtBarker
785,Merrit,S08,R1,60,13,1,SE4,-0.1,-2.5,1.8305785,1.2129,92,MtBarker
786,Myallie,S08,R1,70,14,1,SE1,0,-2.5,2.8305785,1.3628,92,MtBarker
787,Warrah,S08,R1,40,15,1,SE2,0.1,-2.5,-0.1694215,1.7198,92,MtBarker
788,Gungurru,S08,R1,20,16,1,SE3,0.2,-2.5,-2.1694215,1.3694,92,MtBarker
789,Danja,S08,R1,20,17,1,SE4,0.3,-2.5,-2.1694215,0.9721,92,MtBarker
790,Unicrop,S08,R1,60,18,1,SE1,0.4,-2.5,1.8305785,0.9478,92,MtBarker
791,Yorrel,S08,R1,40,19,1,SE2,0.5,-2.5,-0.1694215,0.3573,92,MtBarker
792,Unicrop,S08,R1,70,20,1,SE3,0.6,-2.5,2.8305785,0.9374,92,MtBarker
793,Yandee,S08,R1,60,21,1,SE4,0.7,-2.5,1.8305785,0.7399,92,MtBarker
794,Merrit,S08,R1,50,22,1,SE1,0.8,-2.5,0.8305785,0.7043,92,MtBarker
795,Danja,S08,R1,50,23,1,SE2,0.9,-2.5,0.8305785,1.1146,92,MtBarker
796,Yandee,S08,R1,70,24,1,SE3,1,-2.5,2.8305785,1.0821,92,MtBarker
797,Gungurru,S08,R1,60,25,1,SE4,1.1,-2.5,1.8305785,1.0606,92,MtBarker
798,Yorrel,S08,R1,20,26,1,SE1,1.2,-2.5,-2.1694215,0.3433,92,MtBarker
799,Warrah,S08,R1,20,27,1,SE2,1.3,-2.5,-2.1694215,0.9568,92,MtBarker
800,Unicrop,S08,R1,20,1,2,SE4,-1.3,-1.5,-2.1694215,0.6103,92,MtBarker
801,Merrit,S08,R1,70,2,2,SE1,-1.2,-1.5,2.8305785,0.9813,92,MtBarker
802,Danja,S08,R1,60,3,2,SE2,-1.1,-1.5,1.8305785,1.1915,92,MtBarker
803,Yandee,S08,R1,30,4,2,SE3,-1,-1.5,-1.1694215,0.9835,92,MtBarker
804,Yandee,S08,R1,20,5,2,SE4,-0.9,-1.5,-2.1694215,0.837,92,MtBarker
