rownames,year,title,original_title,director,languages,countries_of_origin,run_time,imdb_url
948,1981,Light Years Away,Les années lumière,Alain Tanner,en,"CH,FR",1h 47m,https://www.imdb.com/title/tt0080373/
949,1981,Looks and Smiles,,Ken Loach,en,GB,1h 44m,https://www.imdb.com/title/tt0082678/
950,1981,Mephisto,,István Szabó,"de,hu,en,fr","HU,DE,AT",2h 26m,https://www.imdb.com/title/tt0082736/
951,1981,Montenegro,,Dusan Makavejev,"sr,en,sv","SE,GB",1h 36m,https://www.imdb.com/title/tt0082770/
952,1981,Neige,,"Juliet Berto, Jean-Henri Roger",fr,"FR,BE",1h 30m,https://www.imdb.com/title/tt0082800/
953,1981,Passion of Love,Passione d'amore,Ettore Scola,it,"IT,FR",1h 57m,https://www.imdb.com/title/tt0082883/
954,1981,Patrimonio nacional,,Luis García Berlanga,"es,fr",ES,1h 52m,https://www.imdb.com/title/tt0082888/
955,1981,Possession,,Andrzej Zulawski,"en,fr,de","FR,DE",2h 4m,https://www.imdb.com/title/tt0082933/
956,1981,Quartet,,James Ivory,"en,fr","GB,FR",1h 41m,https://www.imdb.com/title/tt0082964/
957,1981,Tulipää,,"Pirjo Honkasalo, Pekka Lehto",fi,FI,2h 35m,https://www.imdb.com/title/tt0083237/
958,1981,Thief,,Michael Mann,en,US,2h 3m,https://www.imdb.com/title/tt0083190/
959,1982,A Ilha dos Amores,,Paulo Rocha,"pt,ja","PT,JP",2h 50m,https://www.imdb.com/title/tt0077722/
960,1982,À toute allure,,Robert Kramer,fr,FR,59m,https://www.imdb.com/title/tt0084960/
961,1982,A Q zheng zhuan,,Fan Cen,zh,CN,2h 5m,https://www.imdb.com/title/tt0081971/
962,1982,Britannia Hospital,,Lindsay Anderson,en,GB,1h 56m,https://www.imdb.com/title/tt0083694/
963,1982,Cecilia,,Humberto Solás,es,"CU,ES",2h 7m,https://www.imdb.com/title/tt0080508/
964,1982,Sweet Inquest on Violence,Douce enquête sur la violence,Gérard Guérin,fr,FR,1h 38m,https://www.imdb.com/title/tt0080657/
965,1982,Fitzcarraldo,,Werner Herzog,"de,es,en,it","DE,PE",2h 38m,https://www.imdb.com/title/tt0083946/
966,1982,Hammett,,Wim Wenders,"en,zh,de",US,1h 37m,https://www.imdb.com/title/tt0085640/
967,1982,Identification of a Woman,Identificazione di una donna,Michelangelo Antonioni,"it,en,fr","IT,FR",2h 10m,https://www.imdb.com/title/tt0084116/
968,1982,Invitation au voyage,,Peter Del Monte,fr,"FR,IT,DE",1h 33m,https://www.imdb.com/title/tt0084149/
969,1982,The Night of the Shooting Stars,La notte di San Lorenzo,"Paolo Taviani, Vittorio Taviani","it,de",IT,1h 47m,https://www.imdb.com/title/tt0084422/
970,1982,La nuit de Varennes,,Ettore Scola,"fr,it","FR,IT",2h 30m,https://www.imdb.com/title/tt0084423/
971,1982,Missing,,Costa-Gavras,"en,es,fr","US,MX",2h 2m,https://www.imdb.com/title/tt0084335/
972,1982,Moonlighting,,Jerzy Skolimowski,"en,pl",GB,1h 37m,https://www.imdb.com/title/tt0084354/
973,1982,Another Way,Egymásra nézve,Károly Makk,hu,HU,1h 42m,https://www.imdb.com/title/tt0083872/
974,1982,Passion,,Jean-Luc Godard,"fr,de,pl,it","FR,CH",1h 28m,https://www.imdb.com/title/tt0084481/
975,1982,Shoot the Moon,,Alan Parker,"en,fr,es",US,2h 4m,https://www.imdb.com/title/tt0084675/
976,1982,Smithereens,,Susan Seidelman,en,US,1h 33m,https://www.imdb.com/title/tt0084698/
977,1982,Tag der Idioten,,Werner Schroeter,de,DE,1h 50m,https://www.imdb.com/title/tt0083160/
978,1982,The Return of the Soldier,,Alan Bridges,en,GB,1h 39m,https://www.imdb.com/title/tt0084590/
979,1982,Sandstorm,Rih al-raml,Mohammed Lakhdar-Hamina,fr,"DZ,FR",1h 43m,https://www.imdb.com/title/tt0264147/
980,1982,Yol,,"Serif Gören, Yilmaz Güney","tr,ku","TR,CH",1h 47m,https://www.imdb.com/title/tt0084934/
981,1983,Carmen,,Carlos Saura,es,ES,1h 42m,https://www.imdb.com/title/tt0085297/
982,1983,Cross Creek,,Martin Ritt,en,US,2h 7m,https://www.imdb.com/title/tt0085380/
983,1983,El sur,,Víctor Erice,es,"ES,FR",1h 35m,https://www.imdb.com/title/tt0084740/
984,1983,Eréndira,,Ruy Guerra,"es,pt","MX,FR,DE",1h 43m,https://www.imdb.com/title/tt0085501/
985,1983,Heat and Dust,,James Ivory,en,GB,2h 10m,https://www.imdb.com/title/tt0084058/
986,1983,Kharij,,Mrinal Sen,bn,IN,1h 39m,https://www.imdb.com/title/tt0084198/
987,1983,L'argent,,Robert Bresson,fr,"FR,CH",1h 25m,https://www.imdb.com/title/tt0085180/
988,1983,The Wounded Man,L'homme blessé,Patrice Chéreau,fr,FR,1h 49m,https://www.imdb.com/title/tt0084085/
989,1983,One Deadly Summer,L'été meurtrier,Jean Becker,fr,FR,2h 17m,https://www.imdb.com/title/tt0086655/
990,1983,The Moon in the Gutter,La lune dans le caniveau,Jean-Jacques Beineix,fr,"FR,IT",2h 17m,https://www.imdb.com/title/tt0085878/
991,1983,The Death of Mario Ricci,La mort de Mario Ricci,Claude Goretta,fr,"CH,FR,DE",1h 40m,https://www.imdb.com/title/tt0085963/
992,1983,The Wall,Duvar,Yilmaz Güney,tr,"TR,FR",1h 57m,https://www.imdb.com/title/tt0090982/
993,1983,Merry Christmas Mr. Lawrence,,Nagisa Ôshima,"en,ja","GB,NZ,JP",2h 3m,https://www.imdb.com/title/tt0085933/
994,1983,The Meaning of Life,,Terry Jones,en,GB,1h 47m,https://www.imdb.com/title/tt0085959/
995,1983,The Ballad of Narayama,Narayama bushikô,Shôhei Imamura,ja,JP,2h 10m,https://www.imdb.com/title/tt0084390/
996,1983,Nostalghia,,Andrei Tarkovsky,"it,ru","IT,SU",2h 5m,https://www.imdb.com/title/tt0086022/
997,1983,The Story of Piera,Storia di Piera,Marco Ferreri,it,"IT,FR,DE",1h 45m,https://www.imdb.com/title/tt0086372/
998,1983,Tender Mercies,,Bruce Beresford,en,US,1h 32m,https://www.imdb.com/title/tt0086423/
999,1983,The King of Comedy,,Martin Scorsese,en,US,1h 49m,https://www.imdb.com/title/tt0085794/
1000,1983,The Year of Living Dangerously,,Peter Weir,"en,tl,fil,id","AU,US",1h 55m,https://www.imdb.com/title/tt0086617/
1001,1983,Vokzal dlya dvoikh,,Eldar Ryazanov,ru,SU,2h 21m,https://www.imdb.com/title/tt0084873/
1002,1983,Visszaesök,,Zsolt Kézdi-Kovács,hu,HU,1h 32m,https://www.imdb.com/title/tt0084871/
1003,1984,Another Country,,Marek Kanievska,en,GB,1h 30m,https://www.imdb.com/title/tt0086904/
1004,1984,Bayan ko: Kapit sa patalim,,Lino Brocka,"fil,en,tl","PH,FR",1h 48m,https://www.imdb.com/title/tt0086943/
1005,1984,Cal,,Pat O'Connor,en,"GB,IE",1h 42m,https://www.imdb.com/title/tt0087019/
1006,1984,Dges game utenebia,,Lana Gogoberidze,"ru,ka",SU,2h 18m,https://www.imdb.com/title/tt0087136/
1007,1984,Henry IV,Enrico IV,Marco Bellocchio,it,IT,1h 25m,https://www.imdb.com/title/tt0087208/
1008,1984,The Home and the World,Ghare-Baire,Satyajit Ray,"bn,en",IN,2h 20m,https://www.imdb.com/title/tt0087328/
1009,1984,La Pirate,,Jacques Doillon,"fr,en",FR,1h 28m,https://www.imdb.com/title/tt0087918/
1010,1984,The Holy Innocents,Los santos inocentes,Mario Camus,es,ES,1h 47m,https://www.imdb.com/title/tt0088040/
1011,1984,Diary for My Children,Napló gyermekeimnek,Márta Mészáros,hu,HU,1h 46m,https://www.imdb.com/title/tt0084388/
1012,1984,"Paris, Texas",,Wim Wenders,"en,es","DE,FR,GB,US",2h 25m,https://www.imdb.com/title/tt0087884/
1013,1984,Quilombo,,Carlos Diegues,pt,"BR,FR",1h 59m,https://www.imdb.com/title/tt0091816/
1014,1984,Success Is the Best Revenge,,Jerzy Skolimowski,en,"FR,GB",1h 31m,https://www.imdb.com/title/tt0088200/
1015,1984,Voyage to Cythera,Taxidi sta Kythira,Theodoros Angelopoulos,"el,en","GR,DE,IT,GB",2h,https://www.imdb.com/title/tt0088241/
1016,1984,The Bounty,,Roger Donaldson,en,"GB,US,NZ",2h 12m,https://www.imdb.com/title/tt0086993/
1017,1984,The Element of Crime,Forbrydelsens element,Lars von Trier,"en,ar,de",DK,1h 44m,https://www.imdb.com/title/tt0087280/
1018,1984,A Sunday in the Country,Un dimanche à la campagne,Bertrand Tavernier,fr,FR,1h 30m,https://www.imdb.com/title/tt0088318/
1019,1984,Under the Volcano,,John Huston,"en,es","US,MX",1h 52m,https://www.imdb.com/title/tt0088322/
1020,1984,Vigil,,Vincent Ward,en,NZ,1h 30m,https://www.imdb.com/title/tt0088355/
1021,1984,Where the Green Ants Dream,Wo die grünen Ameisen träumen,Werner Herzog,en,DE,1h 40m,https://www.imdb.com/title/tt0088412/
1022,1985,Adieu Bonaparte,,Youssef Chahine,"fr,ar","EG,FR",1h 55m,https://www.imdb.com/title/tt0088383/
1023,1985,Birdy,,Alan Parker,en,US,2h,https://www.imdb.com/title/tt0086969/
1024,1985,Bliss,,Ray Lawrence,en,AU,1h 52m,https://www.imdb.com/title/tt0088821/
1025,1985,Derborence,,Francis Reusser,fr,"CH,FR",1h 34m,https://www.imdb.com/title/tt0089014/
1026,1985,Détective,,Jean-Luc Godard,"fr,en,it","FR,CH",1h 35m,https://www.imdb.com/title/tt0089066/
1027,1985,Insignificance,,Nicolas Roeg,en,GB,1h 49m,https://www.imdb.com/title/tt0089343/
1028,1985,Joshua Then and Now,,Ted Kotcheff,en,CA,2h 58m,https://www.imdb.com/title/tt0089383/
1029,1985,Kiss of the Spider Woman,,Hector Babenco,"en,fr,pt,de","BR,US",2h,https://www.imdb.com/title/tt0089424/
1030,1985,The Official Story,La historia oficial,Luis Puenzo,"es,en",AR,1h 52m,https://www.imdb.com/title/tt0089276/
1031,1985,Le due vite di Mattia Pascal,,Mario Monicelli,it,"IT,FR,DE,ES,GB",2h 5m,https://www.imdb.com/title/tt0089057/
1032,1985,Mask,,Peter Bogdanovich,en,US,2h,https://www.imdb.com/title/tt0089560/
1033,1985,Mishima: A Life in Four Chapters,,Paul Schrader,"ja,en","US,JP",2h,https://www.imdb.com/title/tt0089603/
1034,1985,When Father Was Away on Business,Otac na sluzbenom putu,Emir Kusturica,"sr,hu",YU,2h 16m,https://www.imdb.com/title/tt0089748/
1035,1985,Pale Rider,,Clint Eastwood,en,US,1h 55m,https://www.imdb.com/title/tt0089767/
1036,1985,Cop Au Vin,Poulet au vinaigre,Claude Chabrol,fr,FR,1h 50m,https://www.imdb.com/title/tt0089832/
1037,1985,Colonel Redl,Oberst Redl,István Szabó,"de,en,hu,fr","YU,HU,AT,DE",2h 24m,https://www.imdb.com/title/tt0089716/
1038,1985,Rendez-vous,,André Téchiné,"fr,en",FR,1h 22m,https://www.imdb.com/title/tt0089902/
1039,1985,Saraba hakobune,,Shûji Terayama,ja,JP,2h 7m,https://www.imdb.com/title/tt0088041/
1040,1985,Scemo di guerra,,Dino Risi,it,"IT,FR",1h 48m,https://www.imdb.com/title/tt0089164/
1041,1985,The Coca-Cola Kid,,Dusan Makavejev,en,AU,1h 38m,https://www.imdb.com/title/tt0088931/
1042,1986,After Hours,,Martin Scorsese,en,US,1h 37m,https://www.imdb.com/title/tt0088680/
1043,1986,Boris Godunov,,Sergey Bondarchuk,"ru,fr","SU,CS,DE,PL",2h 21m,https://www.imdb.com/title/tt0092688/
1044,1986,Down by Law,,Jim Jarmusch,"en,it,fr","US,DE",1h 47m,https://www.imdb.com/title/tt0090967/
1045,1986,Eu Sei Que Vou Te Amar,,Arnaldo Jabor,pt,BR,1h 50m,https://www.imdb.com/title/tt0122480/
1046,1986,Fool for Love,,Robert Altman,en,US,1h 46m,https://www.imdb.com/title/tt0089160/
1047,1986,Genesis,,Mrinal Sen,hi,"IN,CH,BE,FR",1h 45m,https://www.imdb.com/title/tt0091105/
1048,1986,I Love You,,Marco Ferreri,fr,"FR,IT",1h 41m,https://www.imdb.com/title/tt0091244/
1049,1986,La dernière image,,Mohammed Lakhdar-Hamina,fr,"FR,DZ",3h 15m,https://www.imdb.com/title/tt0091385/
1050,1986,Scene of the Crime,Le lieu du crime,André Téchiné,fr,FR,1h 30m,https://www.imdb.com/title/tt0091410/
1051,1986,Max mon amour,,Nagisa Ôshima,"fr,en","FR,US",1h 32m,https://www.imdb.com/title/tt0091498/
1052,1986,Mona Lisa,,Neil Jordan,en,GB,1h 44m,https://www.imdb.com/title/tt0091538/
1053,1986,The Sacrifice,Offret,Andrei Tarkovsky,"sv,is","SE,FR,GB",2h 29m,https://www.imdb.com/title/tt0091670/
1054,1986,Otello,,Franco Zeffirelli,it,"NL,US,IT",1h 58m,https://www.imdb.com/title/tt0091699/
1055,1986,Pobre mariposa,,Raúl de la Torre,es,AR,2h,https://www.imdb.com/title/tt0091771/
1056,1986,Rosa Luxemburg,,Margarethe von Trotta,"de,pl,fr","DE,CS",2h,https://www.imdb.com/title/tt0091869/
1057,1986,Runaway Train,,Andrey Konchalovskiy,en,US,1h 51m,https://www.imdb.com/title/tt0089941/
1058,1986,Ménage,Tenue de soirée,Bertrand Blier,fr,FR,1h 24m,https://www.imdb.com/title/tt0092068/
1059,1986,The Fringe Dwellers,,Bruce Beresford,en,AU,1h 38m,https://www.imdb.com/title/tt0091081/
1060,1986,The Mission,,Roland Joffé,"en,gn,es","GB,FR,US",2h 5m,https://www.imdb.com/title/tt0091530/
1061,1986,Thérèse,,Alain Cavalier,fr,FR,1h 34m,https://www.imdb.com/title/tt0092090/
1062,1987,ARIA,,"Robert Altman, Bruce Beresford, Bill Bryden, Jean-Luc Godard, Darek Jarman, Franc Roddam, Nicolas Roeg, Ken Russell, Charles Sturridge, Julien Temple","it,fr,de,en","GB,US",1h 30m,https://www.imdb.com/title/tt0092580/
1063,1987,Az utolsó kézirat,,Károly Makk,hu,HU,1h 47m,https://www.imdb.com/title/tt0092143/
1064,1987,Barfly,,Barbet Schroeder,en,US,1h 40m,https://www.imdb.com/title/tt0092618/
1065,1987,Champ d'honneur,,Jean-Pierre Denis,"oc,fr,de",FR,1h 27m,https://www.imdb.com/title/tt0092739/
1066,1987,Chronicle of a Death Foretold,Cronaca di una morte annunciata,Francesco Rosi,it,"IT,FR,CO",1h 49m,https://www.imdb.com/title/tt0092800/
1067,1987,Wings of Desire,Der Himmel über Berlin,Wim Wenders,"de,en,fr,tr,he,es,ja","DE,FR",2h 8m,https://www.imdb.com/title/tt0093191/
1068,1987,The Family,La famiglia,Ettore Scola,"it,fr,hu","IT,FR",2h 7m,https://www.imdb.com/title/tt0093004/
1069,1987,Dark Eyes,Oci ciornie,Nikita Mikhalkov,"it,ru,fr","IT,SU",1h 58m,https://www.imdb.com/title/tt0093664/
1070,1987,Pierre et Djemila,,Gérard Blain,fr,"FR,CH",1h 26m,https://www.imdb.com/title/tt0091754/
1071,1987,Repentance,Monanieba,Tengiz Abuladze,"ka,ru,it,de",SU,2h 33m,https://www.imdb.com/title/tt0093754/
1072,1987,Prick Up Your Ears,,Stephen Frears,en,GB,1h 45m,https://www.imdb.com/title/tt0093776/
1073,1987,Shinran: Shiroi michi,,Rentarô Mikuni,ja,JP,2h 20m,https://www.imdb.com/title/tt0170569/
1074,1987,Shy People,,Andrey Konchalovskiy,en,US,1h 58m,https://www.imdb.com/title/tt0093964/
1075,1987,Under the Sun of Satan,Sous le soleil de Satan,Maurice Pialat,fr,FR,1h 38m,https://www.imdb.com/title/tt0094011/
1076,1987,The Belly of an Architect,,Peter Greenaway,"en,it","GB,IT",1h 59m,https://www.imdb.com/title/tt0092637/
1077,1987,The Glass Menagerie,,Paul Newman,en,"US,CA",2h 14m,https://www.imdb.com/title/tt0093093/
1078,1987,Um Trem para as Estrelas,,"Carlos Diegues, Tereza Gonzalez",pt,"BR,FR",1h 43m,https://www.imdb.com/title/tt0094183/
1079,1987,A Man in Love,Un homme amoureux,Diane Kurys,"it,fr,en","FR,IT,GB,US",2h 5m,https://www.imdb.com/title/tt0094208/
1080,1987,Yeelen,,Souleymane Cissé,"bm,ff","ML,FR,BF,DE",1h 45m,https://www.imdb.com/title/tt0094349/
1081,1987,Zegen,,Shôhei Imamura,"en,zh,ja",JP,2h 4m,https://www.imdb.com/title/tt0094370/
1082,1988,A World Apart,,Chris Menges,"en,sw,af,es","GB,ZW",1h 52m,https://www.imdb.com/title/tt0096464/
1083,1988,Wuthering Heights,Arashi ga oka,Yoshishige Yoshida,ja,"JP,CH",2h 23m,https://www.imdb.com/title/tt0095786/
1084,1988,Bird,,Clint Eastwood,en,US,2h 41m,https://www.imdb.com/title/tt0094747/
1085,1988,Chocolat,,Claire Denis,"fr,en,ha,ar","FR,DE,CM",1h 45m,https://www.imdb.com/title/tt0094868/
1086,1988,Drowning by Numbers,,Peter Greenaway,en,"NL,GB",1h 58m,https://www.imdb.com/title/tt0092929/
1087,1988,El Dorado,,Carlos Saura,es,"ES,FR,IT",2h 29m,https://www.imdb.com/title/tt0095053/
1088,1988,Hai zi wang,,Kaige Chen,zh,CN,1h 46m,https://www.imdb.com/title/tt0093133/
1089,1988,Hanussen,,István Szabó,"hu,de","HU,DE,AT",2h 20m,https://www.imdb.com/title/tt0095276/
1090,1988,A Short Film About Killing,Krótki film o zabijaniu,Krzysztof Kieslowski,"pl,en",PL,1h 24m,https://www.imdb.com/title/tt0095468/
1091,1988,L'enfance de l'art,,Francis Girod,fr,FR,1h 47m,https://www.imdb.com/title/tt0095099/
1092,1988,L'oeuvre au noir,,André Delvaux,fr,"FR,BE",1h 50m,https://www.imdb.com/title/tt0095773/
1093,1988,El Lute II: mañana seré libre,,Vicente Aranda,es,ES,2h,https://www.imdb.com/title/tt0095559/
1094,1988,Miles from Home,,Gary Sinise,en,US,1h 48m,https://www.imdb.com/title/tt0095640/
1095,1988,Os Canibais,,Manoel de Oliveira,pt,"PT,FR,DE,IT,CH",1h 30m,https://www.imdb.com/title/tt0094833/
1096,1988,Pascali's Island,,James Dearden,en,GB,1h 44m,https://www.imdb.com/title/tt0095827/
1097,1988,Patty Hearst,,Paul Schrader,en,"GB,US",1h 48m,https://www.imdb.com/title/tt0095836/
1098,1988,Pelle the Conqueror,Pelle erobreren,Bille August,"da,sv,fi","DK,SE",2h 37m,https://www.imdb.com/title/tt0093713/
1099,1988,Sur,,Fernando E. Solanas,"es,fr","AR,FR",2h 7m,https://www.imdb.com/title/tt0094076/
1100,1988,The Navigator: A Medieval Odyssey,,Vincent Ward,en,"NZ,AU",1h 32m,https://www.imdb.com/title/tt0095709/
1101,1988,Love and Fear,Paura e amore,Margarethe von Trotta,"it,de","FR,IT,DE",1h 52m,https://www.imdb.com/title/tt0095839/
1102,1988,The Passenger – Welcome to Germany,Der Passagier – Welcome to Germany,Thomas Brasch,"de,en","GB,CH,DE",1h 42m,https://www.imdb.com/title/tt0095833/
1103,1989,A Cry in the Dark,,Fred Schepisi,en,"AU,GB,US",2h,https://www.imdb.com/title/tt0094924/
1104,1989,Chimère,,Claire Devers,fr,FR,1h 34m,https://www.imdb.com/title/tt0094866/
1105,1989,Spider's Web,Das Spinnennetz,Bernhard Wicki,de,DE,3h 16m,https://www.imdb.com/title/tt0098370/
1106,1989,Do the Right Thing,,Spike Lee,"en,it,es,ko",US,2h,https://www.imdb.com/title/tt0097216/
1107,1989,Time of the Gypsies,Dom za vesanje,Emir Kusturica,"rom,sr,it,en,de,mk,sl","YU,IT,GB",2h 22m,https://www.imdb.com/title/tt0097223/
1108,1989,Moon Child,El niño de la luna,Agustí Villaronga,es,ES,1h 58m,https://www.imdb.com/title/tt0097986/
1109,1989,Francis of Asissi,Francesco,Liliana Cavani,"en,it","IT,DE",2h 37m,https://www.imdb.com/title/tt0097383/
1110,1989,Jesus of Montreal,Jésus de Montréal,Denys Arcand,"fr,en,it","CA,FR",1h 59m,https://www.imdb.com/title/tt0097635/
1111,1989,Kuarup,,Ruy Guerra,pt,BR,1h 59m,https://www.imdb.com/title/tt0097689/
1112,1989,Black Rain,Kuroi ame,Shôhei Imamura,ja,JP,2h 3m,https://www.imdb.com/title/tt0097694/
1113,1989,The Women on the Roof,Kvinnorna på taket,Carl-Gustav Nykvist,sv,SE,1h 29m,https://www.imdb.com/title/tt0097695/
1114,1989,Lost Angels,,Hugh Hudson,en,US,1h 56m,https://www.imdb.com/title/tt0097782/
1115,1989,Monsieur Hire,,Patrice Leconte,fr,FR,1h 21m,https://www.imdb.com/title/tt0097904/
1116,1989,Mystery Train,,Jim Jarmusch,"en,ja,it","JP,US",1h 50m,https://www.imdb.com/title/tt0097940/
1117,1989,Cinema Paradiso,Nuovo Cinema Paradiso,Giuseppe Tornatore,it,"IT,FR",2h 54m,https://www.imdb.com/title/tt0095765/
1118,1989,Reunion,,Jerry Schatzberg,"en,de","FR,DE,GB",1h 50m,https://www.imdb.com/title/tt0098197/
1119,1989,Rosalie Goes Shopping,,Percy Adlon,"en,de","US,DE",1h 34m,https://www.imdb.com/title/tt0098224/
1120,1989,"Sex, Lies, and Videotape",,Steven Soderbergh,en,US,1h 40m,https://www.imdb.com/title/tt0098724/
1121,1989,Splendor,,Ettore Scola,it,"IT,FR",1h 55m,https://www.imdb.com/title/tt0096160/
1122,1989,Sweetie,,Jane Campion,en,AU,1h 37m,https://www.imdb.com/title/tt0098725/
1123,1989,Torrents of Spring,,Jerzy Skolimowski,en,"GB,FR,IT",1h 41m,https://www.imdb.com/title/tt0096755/
1124,1989,Too Beautiful for You,Trop belle pour toi,Bertrand Blier,fr,FR,1h 31m,https://www.imdb.com/title/tt0098520/
1125,1990,Come See the Paradise,,Alan Parker,"en,ja",US,2h 18m,https://www.imdb.com/title/tt0099291/
1126,1990,Cyrano De Bergerac,Cyrano de Bergerac,Jean-Paul Rappeneau,fr,FR,2h 17m,https://www.imdb.com/title/tt0099334/
1127,1990,Daddy Nostalgia,Daddy Nostalgie,Bertrand Tavernier,"fr,en",FR,1h 45m,https://www.imdb.com/title/tt0099341/
1128,1990,Hidden Agenda,,Ken Loach,en,GB,1h 48m,https://www.imdb.com/title/tt0099768/
1129,1990,Ju Dou,,"Yimou Zhang, Fengliang Yang",zh,"CN,JP",1h 35m,https://www.imdb.com/title/tt0099902/
1130,1990,La captive du désert,,Raymond Depardon,fr,FR,1h 36m,https://www.imdb.com/title/tt0099218/
1131,1990,The King's Whore,La putain du roi,Axel Corti,"fr,en","GB,FR,IT,AT",2h 18m,https://www.imdb.com/title/tt0100440/
1132,1990,Mother,Mat,Gleb Panfilov,ru,"SU,IT",3h 20m,https://www.imdb.com/title/tt0097848/
1133,1990,Nouvelle vague,,Jean-Luc Godard,fr,"FR,CH",1h 30m,https://www.imdb.com/title/tt0100274/
1134,1990,Interrogation,Przesluchanie,Ryszard Bugajski,pl,PL,1h 58m,https://www.imdb.com/title/tt0084548/
1135,1990,Rodrigo D: No futuro,,Víctor Gaviria,es,CO,1h 33m,https://www.imdb.com/title/tt0100508/
1136,1990,Sting of Death,Shi no toge,Kôhei Oguri,ja,JP,1h 55m,https://www.imdb.com/title/tt0131012/
1137,1990,Everybody's Fine,Stanno tutti bene,Giuseppe Tornatore,it,"IT,FR",1h 58m,https://www.imdb.com/title/tt0100681/
1138,1990,Taxi Blues,Taksi-blyuz,Pavel Lungin,ru,"SU,FR",1h 50m,https://www.imdb.com/title/tt0100757/
1139,1990,The Law,Tilaï,Idrissa Ouedraogo,mos,"BF,FR,GB,CH,DE",1h 21m,https://www.imdb.com/title/tt0100784/
1140,1990,The Ear,Ucho,Karel Kachyna,"cs,ru",CS,1h 34m,https://www.imdb.com/title/tt0066498/
1141,1990,White Hunter Black Heart,,Clint Eastwood,en,US,1h 52m,https://www.imdb.com/title/tt0100928/
1142,1990,Wild at Heart,,David Lynch,"en,es",US,2h 5m,https://www.imdb.com/title/tt0100935/
1143,1991,A Rage in Harlem,,Bill Duke,en,"GB,US",1h 55m,https://www.imdb.com/title/tt0102749/
1144,1991,Anna Karamazoff,,Rustam Khamdamov,ru,"SU,FR",2h 5m,https://www.imdb.com/title/tt0220309/
1145,1991,Assassin of the Tsar,Tsareubiytsa,Karen Shakhnazarov,"ru,en","SU,GB",1h 44m,https://www.imdb.com/title/tt0103135/
1146,1991,Barton Fink,,"Joel Coen, Ethan Coen",en,"GB,US",1h 56m,https://www.imdb.com/title/tt0101410/
1147,1991,Life on a String,Bian zou bian chang,Kaige Chen,zh,"CN,DE,GB",1h 50m,https://www.imdb.com/title/tt0101440/
1148,1991,Bix,,Pupi Avati,en,"IT,US",1h 40m,https://www.imdb.com/title/tt0101460/
1149,1991,Europa,,Lars von Trier,"en,de,fr","DK,SE,FR,DE,CH",1h 52m,https://www.imdb.com/title/tt0101829/
1150,1991,Guilty by Suspicion,,Irwin Winkler,en,US,1h 45m,https://www.imdb.com/title/tt0101984/
1151,1991,Homicide,,David Mamet,en,US,1h 42m,https://www.imdb.com/title/tt0102048/
1152,1991,Out of Life,Hors la vie,Maroun Bagdadi,"fr,ar,en","FR,BE,IT",1h 37m,https://www.imdb.com/title/tt0102058/
1153,1991,Il portaborse,,Daniele Luchetti,it,"IT,FR",1h 35m,https://www.imdb.com/title/tt0102693/
1154,1991,Jungle Fever,,Spike Lee,en,US,2h 12m,https://www.imdb.com/title/tt0102175/
1155,1991,La Belle Noiseuse,,Jacques Rivette,"fr,en,he","FR,CH",3h 58m,https://www.imdb.com/title/tt0101428/
1156,1991,The Flesh,La carne,Marco Ferreri,it,IT,1h 30m,https://www.imdb.com/title/tt0101548/
1157,1991,The Double Life of Véronique,La double vie de Véronique,Krzysztof Kieslowski,"fr,pl,it","FR,PL,NO",1h 38m,https://www.imdb.com/title/tt0101765/
1158,1991,The Suspended Step of the Stork,To meteoro vima tou pelargou,Theodoros Angelopoulos,"ku,fa,tr,fr,en,el","FR,GR,CH,IT",2h 23m,https://www.imdb.com/title/tt0102439/
1159,1991,Lune froide,,Patrick Bouchitey,fr,FR,1h 32m,https://www.imdb.com/title/tt0102358/
1160,1991,Malina,,Werner Schroeter,"fr,de","DE,AT",2h 5m,https://www.imdb.com/title/tt0102383/
1161,1991,Van Gogh,,Maurice Pialat,"fr,en",FR,2h 38m,https://www.imdb.com/title/tt0103190/
1162,1992,A Stranger Among Us,,Sidney Lumet,"en,yi,he",US,1h 50m,https://www.imdb.com/title/tt0105483/
1163,1992,Au pays des Juliets,,Mehdi Charef,fr,FR,1h 32m,https://www.imdb.com/title/tt0103732/
1164,1992,Basic Instinct,,Paul Verhoeven,en,"US,FR",2h 7m,https://www.imdb.com/title/tt0103772/
1165,1992,Crush,,Alison Maclean,en,NZ,1h 37m,https://www.imdb.com/title/tt0104033/
1166,1992,Dark at Noon,L'oeil qui ment,Raúl Ruiz,"fr,en","FR,PT",1h 40m,https://www.imdb.com/title/tt0105045/
1167,1992,The Best Intentions,Den goda viljan,Bille August,sv,"SE,DK,FI,FR,DE,GB,IT,NO,IS",3h,https://www.imdb.com/title/tt0104350/
1168,1992,Dream of Light,El sol del membrillo,Víctor Erice,"es,pl,zh",ES,2h 13m,https://www.imdb.com/title/tt0105438/
1169,1992,The Journey,El viaje,Fernando E. Solanas,es,"AR,FR,DE,IT,JP,MX,ES,GB",2h 30m,https://www.imdb.com/title/tt0105744/
1170,1992,Howards End,,James Ivory,"en,de","GB,JP,US",2h 22m,https://www.imdb.com/title/tt0104454/
1171,1992,Hyenas,Hyènes,Djibril Diop Mambéty,"wo,fr,ja","SN,FR,CH,GB,NL,IT",1h 50m,https://www.imdb.com/title/tt0104467/
